index,ch,site,value
0,4.0,354068.0,4.262
1,4.0,512419.0,4.094
2,4.0,38001.0,4.077
3,4.0,512408.0,4.009
4,4.0,512388.0,4.003
5,4.0,512404.0,3.986
6,4.0,836904.0,3.986
7,4.0,88553.0,3.97
8,4.0,148169.0,3.953
9,4.0,1281429.0,3.918
10,4.0,836896.0,3.91
11,4.0,464789.0,3.859
12,4.0,59659.0,3.858
13,4.0,630461.0,3.849
14,4.0,88531.0,3.82
15,4.0,601770.0,3.81
16,4.0,464816.0,3.789
17,4.0,1365895.0,3.765
18,4.0,37141.0,3.75
19,4.0,464829.0,3.741
20,4.0,1281449.0,3.74
21,4.0,1365910.0,3.735
22,4.0,59625.0,3.728
23,4.0,466357.0,3.724
24,4.0,148135.0,3.723
25,4.0,808348.0,3.707
26,4.0,836556.0,3.707
27,4.0,331097.0,3.697
28,4.0,789892.0,3.676
29,4.0,305544.0,3.662
30,4.0,412371.0,3.656
31,4.0,836547.0,3.609
32,4.0,37987.0,3.609
33,4.0,1467212.0,3.607
34,4.0,836509.0,3.586
35,4.0,1172632.0,3.56
36,4.0,466378.0,3.559
37,4.0,630439.0,3.508
38,4.0,277871.0,3.498
39,4.0,127601.0,3.497
40,4.0,1182199.0,3.492
41,4.0,331078.0,3.49
42,4.0,127597.0,3.489
43,4.0,1148629.0,3.482
44,4.0,1374412.0,3.459
45,4.0,150258.0,3.45
46,4.0,1418823.0,3.443
47,4.0,635422.0,3.442
48,4.0,807341.0,3.436
49,4.0,706491.0,3.418
50,4.0,1418797.0,3.382
51,4.0,277899.0,3.381
52,4.0,938090.0,3.378
53,4.0,232679.0,3.374
54,4.0,354110.0,3.374
55,4.0,232701.0,3.366
56,4.0,1262829.0,3.353
57,4.0,1477681.0,3.333
58,4.0,925768.0,3.325
59,4.0,1169465.0,3.31
60,4.0,706530.0,3.303
61,4.0,356642.0,3.282
62,4.0,927826.0,3.281
63,4.0,1293948.0,3.279
64,4.0,305628.0,3.277
65,4.0,698883.0,3.264
66,4.0,67231.0,3.262
67,4.0,170554.0,3.232
68,4.0,1477693.0,3.23
69,4.0,1343729.0,3.23
70,4.0,60063.0,3.23
71,4.0,931558.0,3.226
72,4.0,458754.0,3.219
73,4.0,392750.0,3.217
74,4.0,527036.0,3.212
75,4.0,331127.0,3.208
76,4.0,155435.0,3.208
77,4.0,1169462.0,3.199
78,4.0,808425.0,3.197
79,4.0,590547.0,3.196
80,4.0,1401056.0,3.193
81,4.0,1334429.0,3.191
82,4.0,1401036.0,3.186
83,4.0,590538.0,3.181
84,4.0,1407857.0,3.176
85,4.0,1477667.0,3.176
86,4.0,1367569.0,3.174
87,4.0,927836.0,3.172
88,4.0,451583.0,3.167
89,4.0,345067.0,3.166
90,4.0,1420496.0,3.158
91,4.0,706659.0,3.155
92,4.0,1011153.0,3.151
93,4.0,190113.0,3.15
94,4.0,1407797.0,3.145
95,4.0,388360.0,3.145
96,4.0,63587.0,3.145
97,4.0,1477662.0,3.144
98,4.0,1401033.0,3.139
99,4.0,1216210.0,3.124
100,4.0,48801.0,3.123
101,4.0,706654.0,3.117
102,4.0,567482.0,3.11
103,4.0,508636.0,3.11
104,4.0,792476.0,3.096
105,4.0,140137.0,3.095
106,4.0,1428752.0,3.09
107,4.0,420499.0,3.09
108,4.0,916561.0,3.088
109,4.0,140172.0,3.085
110,4.0,522460.0,3.08
111,4.0,954741.0,3.078
112,4.0,232665.0,3.077
113,4.0,286564.0,3.062
114,4.0,838626.0,3.058
115,4.0,567438.0,3.057
116,4.0,394333.0,3.055
117,4.0,63522.0,3.051
118,4.0,286577.0,3.046
119,4.0,1477610.0,3.039
120,4.0,868299.0,3.023
121,4.0,1058781.0,3.009
122,4.0,277914.0,3.008
123,4.0,705905.0,3.007
124,4.0,625142.0,2.999
125,4.0,1492031.0,2.998
126,4.0,1281982.0,2.996
127,4.0,705899.0,2.992
128,4.0,809555.0,2.991
129,4.0,1367555.0,2.99
130,4.0,1367554.0,2.989
131,4.0,466255.0,2.988
132,4.0,1459867.0,2.985
133,4.0,625147.0,2.984
134,4.0,1127863.0,2.983
135,4.0,147473.0,2.979
136,4.0,1497133.0,2.979
137,4.0,1053389.0,2.978
138,4.0,793291.0,2.975
139,4.0,140123.0,2.97
140,4.0,1192088.0,2.97
141,4.0,522475.0,2.97
142,4.0,864318.0,2.967
143,4.0,1337610.0,2.967
144,4.0,1319579.0,2.964
145,4.0,1329053.0,2.964
146,4.0,1477601.0,2.962
147,4.0,864331.0,2.959
148,4.0,154506.0,2.957
149,4.0,1394353.0,2.955
150,4.0,868307.0,2.952
151,4.0,98894.0,2.947
152,4.0,170498.0,2.947
153,4.0,1413049.0,2.946
154,4.0,1352259.0,2.942
155,4.0,1319581.0,2.941
156,4.0,628890.0,2.94
157,4.0,59308.0,2.912
158,4.0,1050935.0,2.912
159,4.0,1394393.0,2.903
160,4.0,233187.0,2.902
161,4.0,1248392.0,2.897
162,4.0,107115.0,2.896
163,4.0,1391774.0,2.893
164,4.0,1170476.0,2.889
165,4.0,864380.0,2.889
166,4.0,299910.0,2.888
167,4.0,1329042.0,2.886
168,4.0,1391742.0,2.885
169,4.0,1002770.0,2.885
170,4.0,1294010.0,2.884
171,4.0,355858.0,2.883
172,4.0,1497126.0,2.878
173,4.0,393641.0,2.877
174,4.0,352004.0,2.876
175,4.0,1513083.0,2.874
176,4.0,556314.0,2.874
177,4.0,163810.0,2.873
178,4.0,238832.0,2.87
179,4.0,435806.0,2.868
180,4.0,837570.0,2.866
181,4.0,97709.0,2.866
182,4.0,363491.0,2.864
183,4.0,150060.0,2.858
184,4.0,1444653.0,2.856
185,4.0,1054490.0,2.854
186,4.0,1428743.0,2.853
187,4.0,352026.0,2.852
188,4.0,1320316.0,2.849
189,4.0,200016.0,2.847
190,4.0,672559.0,2.841
191,4.0,931611.0,2.84
192,4.0,392706.0,2.836
193,4.0,268255.0,2.832
194,4.0,670200.0,2.832
195,4.0,1394400.0,2.832
196,4.0,409719.0,2.828
197,4.0,337164.0,2.828
198,4.0,313416.0,2.826
199,4.0,299934.0,2.825
200,4.0,316699.0,2.823
201,4.0,331142.0,2.823
202,4.0,232761.0,2.819
203,4.0,556273.0,2.812
204,4.0,1420828.0,2.811
205,4.0,1475843.0,2.811
206,4.0,161838.0,2.81
