index,ch,site,value
0,8.0,55655.0,4.335
1,8.0,386262.0,4.334
2,8.0,386248.0,4.303
3,8.0,386347.0,3.913
4,8.0,74425.0,3.812
5,8.0,55559.0,3.802
6,8.0,74477.0,3.733
7,8.0,52341.0,3.648
8,8.0,53436.0,3.637
9,8.0,52375.0,3.625
10,8.0,36702.0,3.605
11,8.0,275772.0,3.528
12,8.0,314590.0,3.466
13,8.0,417753.0,3.462
14,8.0,379100.0,3.449
15,8.0,74506.0,3.404
16,8.0,444847.0,3.367
17,8.0,417749.0,3.33
18,8.0,54604.0,3.299
19,8.0,20612.0,3.281
20,8.0,416121.0,3.268
21,8.0,296958.0,3.238
22,8.0,82888.0,3.211
23,8.0,296951.0,3.209
24,8.0,416678.0,3.209
25,8.0,239826.0,3.189
26,8.0,118682.0,3.164
27,8.0,379123.0,3.139
28,8.0,459953.0,3.138
29,8.0,118705.0,3.109
30,8.0,49358.0,3.102
31,8.0,49677.0,3.085
32,8.0,272740.0,3.068
33,8.0,457515.0,3.061
34,8.0,37730.0,3.04
35,8.0,173627.0,3.026
36,8.0,54563.0,3.008
37,8.0,498327.0,3.006
38,8.0,37967.0,2.998
39,8.0,82829.0,2.997
40,8.0,301658.0,2.992
41,8.0,483037.0,2.991
42,8.0,235657.0,2.97
43,8.0,327607.0,2.949
44,8.0,275734.0,2.94
45,8.0,20671.0,2.937
46,8.0,173571.0,2.924
47,8.0,301618.0,2.921
48,8.0,457552.0,2.92
49,8.0,277449.0,2.909
50,8.0,36942.0,2.907
51,8.0,513704.0,2.887
52,8.0,327600.0,2.886
53,8.0,190229.0,2.884
54,8.0,103700.0,2.863
55,8.0,396463.0,2.844
56,8.0,363634.0,2.832
57,8.0,442394.0,2.821
58,8.0,73213.0,2.817
59,8.0,442399.0,2.813
60,8.0,327615.0,2.797
61,8.0,498126.0,2.794
62,8.0,36916.0,2.784
63,8.0,482983.0,2.776
64,8.0,486580.0,2.775
65,8.0,317194.0,2.771
66,8.0,490341.0,2.744
67,8.0,498540.0,2.737
68,8.0,243658.0,2.737
69,8.0,327578.0,2.724
70,8.0,301703.0,2.718
71,8.0,277452.0,2.717
72,8.0,277473.0,2.71
73,8.0,337604.0,2.702
74,8.0,278282.0,2.693
75,8.0,92874.0,2.681
76,8.0,38020.0,2.671
77,8.0,49282.0,2.671
78,8.0,396484.0,2.655
79,8.0,52616.0,2.65
80,8.0,427952.0,2.636
81,8.0,278321.0,2.618
82,8.0,320500.0,2.617
83,8.0,278324.0,2.611
84,8.0,54536.0,2.607
85,8.0,66341.0,2.6
86,8.0,311659.0,2.596
87,8.0,471514.0,2.584
88,8.0,279276.0,2.578
89,8.0,313933.0,2.574
90,8.0,317173.0,2.569
91,8.0,286084.0,2.565
92,8.0,225974.0,2.561
93,8.0,234393.0,2.559
94,8.0,96866.0,2.557
95,8.0,308617.0,2.552
96,8.0,327570.0,2.545
97,8.0,36895.0,2.544
98,8.0,234402.0,2.543
99,8.0,359960.0,2.536
100,8.0,514363.0,2.534
101,8.0,240191.0,2.534
102,8.0,460143.0,2.532
103,8.0,489822.0,2.53
104,8.0,313947.0,2.527
105,8.0,375181.0,2.525
106,8.0,73199.0,2.522
107,8.0,225938.0,2.518
108,8.0,491064.0,2.503
109,8.0,106426.0,2.498
110,8.0,97317.0,2.496
111,8.0,430218.0,2.494
112,8.0,106417.0,2.49
113,8.0,177643.0,2.489
114,8.0,341075.0,2.488
115,8.0,279372.0,2.485
116,8.0,457588.0,2.485
117,8.0,466145.0,2.484
118,8.0,284226.0,2.481
119,8.0,339436.0,2.478
120,8.0,52525.0,2.477
121,8.0,40365.0,2.475
122,8.0,471353.0,2.469
123,8.0,9384.0,2.465
124,8.0,485399.0,2.461
125,8.0,96936.0,2.46
126,8.0,427896.0,2.455
127,8.0,378738.0,2.454
128,8.0,485629.0,2.454
129,8.0,378740.0,2.453
130,8.0,25171.0,2.45
131,8.0,260689.0,2.441
132,8.0,192220.0,2.44
133,8.0,472196.0,2.437
134,8.0,279337.0,2.436
135,8.0,172498.0,2.429
136,8.0,234351.0,2.428
137,8.0,58141.0,2.424
138,8.0,324913.0,2.422
139,8.0,279377.0,2.422
140,8.0,331604.0,2.418
141,8.0,219259.0,2.417
142,8.0,220795.0,2.417
143,8.0,489783.0,2.413
144,8.0,37660.0,2.413
145,8.0,311005.0,2.411
146,8.0,430260.0,2.407
147,8.0,487129.0,2.396
148,8.0,375215.0,2.395
149,8.0,328470.0,2.393
150,8.0,159008.0,2.383
151,8.0,310936.0,2.38
152,8.0,48915.0,2.377
153,8.0,361532.0,2.376
154,8.0,40697.0,2.372
155,8.0,159966.0,2.366
156,8.0,97859.0,2.366
157,8.0,331622.0,2.363
158,8.0,336431.0,2.362
159,8.0,336428.0,2.362
160,8.0,183574.0,2.36
161,8.0,302414.0,2.358
162,8.0,48929.0,2.354
163,8.0,324158.0,2.353
164,8.0,243737.0,2.347
165,8.0,310897.0,2.342
166,8.0,462671.0,2.339
167,8.0,47270.0,2.332
168,8.0,324173.0,2.331
169,8.0,511547.0,2.328
170,8.0,331624.0,2.324
171,8.0,352116.0,2.318
172,8.0,500142.0,2.317
173,8.0,325412.0,2.315
174,8.0,220817.0,2.314
175,8.0,67170.0,2.313
176,8.0,69127.0,2.309
177,8.0,485365.0,2.307
178,8.0,272932.0,2.306
179,8.0,388188.0,2.304
180,8.0,62507.0,2.304
181,8.0,299341.0,2.303
182,8.0,120270.0,2.302
183,8.0,51511.0,2.301
184,8.0,140966.0,2.3
185,8.0,366649.0,2.3
186,8.0,177744.0,2.291
187,8.0,279651.0,2.291
188,8.0,173688.0,2.289
189,8.0,240220.0,2.277
190,8.0,462930.0,2.276
191,8.0,219282.0,2.269
192,8.0,192522.0,2.266
193,8.0,67222.0,2.264
194,8.0,352079.0,2.262
195,8.0,205874.0,2.259
196,8.0,339880.0,2.254
197,8.0,515336.0,2.254
198,8.0,58168.0,2.252
199,8.0,296932.0,2.251
200,8.0,37781.0,2.249
201,8.0,205946.0,2.249
202,8.0,484774.0,2.246
203,8.0,346074.0,2.245
204,8.0,251563.0,2.242
205,8.0,331647.0,2.239
206,8.0,498497.0,2.237
207,8.0,47821.0,2.237
208,8.0,366131.0,2.237
209,8.0,161356.0,2.236
210,8.0,442462.0,2.235
211,8.0,500103.0,2.231
212,8.0,326044.0,2.23
213,8.0,378681.0,2.228
214,8.0,346294.0,2.228
215,8.0,472164.0,2.227
216,8.0,279393.0,2.227
217,8.0,168212.0,2.225
218,8.0,340599.0,2.225
219,8.0,455117.0,2.222
220,8.0,52092.0,2.22
221,8.0,302463.0,2.217
222,8.0,319365.0,2.216
223,8.0,236203.0,2.215
224,8.0,235207.0,2.215
225,8.0,38240.0,2.213
226,8.0,176049.0,2.212
227,8.0,175886.0,2.212
228,8.0,299327.0,2.21
229,8.0,226007.0,2.209
230,8.0,48856.0,2.208
231,8.0,491029.0,2.208
232,8.0,68037.0,2.2
233,8.0,515337.0,2.2
234,8.0,455128.0,2.199
235,8.0,331588.0,2.182
236,8.0,460679.0,2.173
237,8.0,38242.0,2.173
238,8.0,25255.0,2.172
239,8.0,302467.0,2.171
240,8.0,416932.0,2.17
241,8.0,333380.0,2.17
242,8.0,279396.0,2.167
243,8.0,36872.0,2.162
244,8.0,239628.0,2.161
245,8.0,369059.0,2.16
246,8.0,455097.0,2.159
247,8.0,296928.0,2.158
248,8.0,329488.0,2.156
249,8.0,424153.0,2.156
250,8.0,175072.0,2.155
251,8.0,416933.0,2.154
252,8.0,144158.0,2.152
253,8.0,311512.0,2.15
254,8.0,220215.0,2.148
255,8.0,163121.0,2.148
256,8.0,223446.0,2.146
257,8.0,320718.0,2.143
258,8.0,174501.0,2.142
259,8.0,416572.0,2.142
260,8.0,208943.0,2.141
261,8.0,9397.0,2.14
262,8.0,192248.0,2.135
263,8.0,296926.0,2.134
264,8.0,163118.0,2.133
265,8.0,219221.0,2.132
266,8.0,396589.0,2.13
267,8.0,366114.0,2.126
268,8.0,66839.0,2.123
269,8.0,395075.0,2.122
270,8.0,453018.0,2.117
271,8.0,396567.0,2.115
272,8.0,441520.0,2.114
273,8.0,251583.0,2.11
274,8.0,58101.0,2.11
275,8.0,441521.0,2.106
276,8.0,361515.0,2.103
277,8.0,333395.0,2.097
278,8.0,205956.0,2.093
279,8.0,51471.0,2.093
280,8.0,341036.0,2.093
281,8.0,514467.0,2.091
282,8.0,369247.0,2.088
283,8.0,320793.0,2.087
284,8.0,55122.0,2.086
285,8.0,512980.0,2.085
286,8.0,346044.0,2.08
287,8.0,158976.0,2.079
288,8.0,58516.0,2.079
289,8.0,208874.0,2.079
290,8.0,162159.0,2.078
291,8.0,96950.0,2.071
292,8.0,462706.0,2.068
293,8.0,225918.0,2.066
294,8.0,476356.0,2.066
295,8.0,162152.0,2.064
296,8.0,9904.0,2.06
297,8.0,381135.0,2.06
298,8.0,483823.0,2.059
299,8.0,400750.0,2.057
300,8.0,13222.0,2.057
301,8.0,37420.0,2.055
302,8.0,97929.0,2.054
303,8.0,134728.0,2.051
304,8.0,13202.0,2.049
