index,ch,site,value
0,12.0,251653.0,4.521
1,12.0,89250.0,4.396
2,12.0,316466.0,4.373
3,12.0,839126.0,4.355
4,12.0,291053.0,4.283
5,12.0,637025.0,4.251
6,12.0,637031.0,4.197
7,12.0,864478.0,4.181
8,12.0,864485.0,4.095
9,12.0,118509.0,3.982
10,12.0,347250.0,3.96
11,12.0,329753.0,3.925
12,12.0,261996.0,3.882
13,12.0,423131.0,3.841
14,12.0,637049.0,3.821
15,12.0,573640.0,3.773
16,12.0,377472.0,3.709
17,12.0,279833.0,3.708
18,12.0,260698.0,3.675
19,12.0,892238.0,3.669
20,12.0,260786.0,3.659
21,12.0,261933.0,3.65
22,12.0,279896.0,3.616
23,12.0,883733.0,3.614
24,12.0,159469.0,3.6
25,12.0,296685.0,3.591
26,12.0,1034829.0,3.576
27,12.0,577215.0,3.573
28,12.0,736960.0,3.569
29,12.0,178841.0,3.562
30,12.0,577174.0,3.557
31,12.0,159475.0,3.555
32,12.0,279825.0,3.552
33,12.0,126424.0,3.551
34,12.0,892257.0,3.529
35,12.0,755228.0,3.527
36,12.0,552385.0,3.527
37,12.0,829741.0,3.526
38,12.0,736926.0,3.508
39,12.0,286018.0,3.501
40,12.0,577519.0,3.499
41,12.0,650053.0,3.492
42,12.0,425742.0,3.491
43,12.0,663698.0,3.491
44,12.0,254794.0,3.466
45,12.0,74467.0,3.451
46,12.0,433446.0,3.451
47,12.0,609936.0,3.446
48,12.0,515802.0,3.436
49,12.0,377409.0,3.434
50,12.0,609967.0,3.423
51,12.0,41557.0,3.41
52,12.0,573541.0,3.406
53,12.0,913762.0,3.385
54,12.0,118595.0,3.373
55,12.0,575647.0,3.367
56,12.0,554205.0,3.364
57,12.0,755261.0,3.361
58,12.0,133465.0,3.357
59,12.0,419938.0,3.348
60,12.0,575682.0,3.343
61,12.0,755204.0,3.34
62,12.0,108779.0,3.309
63,12.0,848427.0,3.286
64,12.0,340685.0,3.28
65,12.0,650044.0,3.277
66,12.0,341475.0,3.271
67,12.0,340716.0,3.265
68,12.0,955415.0,3.264
69,12.0,955418.0,3.264
70,12.0,1034843.0,3.262
71,12.0,646946.0,3.259
72,12.0,663679.0,3.259
73,12.0,133469.0,3.258
74,12.0,583703.0,3.257
75,12.0,955399.0,3.254
76,12.0,178214.0,3.243
77,12.0,197433.0,3.234
78,12.0,557687.0,3.234
79,12.0,1013625.0,3.227
80,12.0,544472.0,3.223
81,12.0,1013627.0,3.22
82,12.0,938076.0,3.211
83,12.0,326990.0,3.209
84,12.0,254753.0,3.207
85,12.0,955394.0,3.207
86,12.0,650108.0,3.205
87,12.0,509975.0,3.189
88,12.0,806229.0,3.189
89,12.0,741850.0,3.168
90,12.0,871874.0,3.167
91,12.0,509995.0,3.166
92,12.0,22245.0,3.163
93,12.0,251628.0,3.152
94,12.0,393148.0,3.144
95,12.0,650594.0,3.142
96,12.0,730114.0,3.138
97,12.0,560227.0,3.136
98,12.0,621693.0,3.133
99,12.0,814912.0,3.132
100,12.0,323965.0,3.128
101,12.0,54450.0,3.127
102,12.0,424304.0,3.113
103,12.0,200013.0,3.109
104,12.0,588104.0,3.107
105,12.0,588098.0,3.1
106,12.0,990989.0,3.099
107,12.0,990964.0,3.099
108,12.0,197997.0,3.095
109,12.0,728489.0,3.093
110,12.0,387702.0,3.089
111,12.0,1011136.0,3.086
112,12.0,737288.0,3.084
113,12.0,503480.0,3.08
114,12.0,324005.0,3.074
115,12.0,389436.0,3.074
116,12.0,118479.0,3.07
117,12.0,554246.0,3.067
118,12.0,791583.0,3.067
119,12.0,132552.0,3.059
120,12.0,871846.0,3.058
121,12.0,827824.0,3.056
122,12.0,923069.0,3.052
123,12.0,400227.0,3.051
124,12.0,606430.0,3.047
125,12.0,384531.0,3.045
126,12.0,884458.0,3.038
127,12.0,1032733.0,3.032
128,12.0,647533.0,3.03
129,12.0,513710.0,3.022
130,12.0,286886.0,3.019
131,12.0,646472.0,3.011
132,12.0,639665.0,3.009
133,12.0,1014119.0,2.988
134,12.0,870839.0,2.988
135,12.0,637348.0,2.985
136,12.0,588128.0,2.985
137,12.0,1049537.0,2.984
138,12.0,703704.0,2.98
139,12.0,98215.0,2.978
140,12.0,1006528.0,2.974
141,12.0,178779.0,2.974
142,12.0,575704.0,2.972
143,12.0,871888.0,2.971
144,12.0,555805.0,2.964
145,12.0,305011.0,2.962
146,12.0,552292.0,2.96
147,12.0,844896.0,2.959
148,12.0,646470.0,2.955
149,12.0,384475.0,2.954
150,12.0,130073.0,2.951
151,12.0,269449.0,2.949
152,12.0,1049533.0,2.946
153,12.0,791565.0,2.943
154,12.0,588083.0,2.943
155,12.0,180871.0,2.943
156,12.0,910428.0,2.925
157,12.0,400253.0,2.924
158,12.0,839561.0,2.923
159,12.0,575707.0,2.909
160,12.0,537341.0,2.907
161,12.0,876810.0,2.902
162,12.0,132569.0,2.902
163,12.0,910454.0,2.901
164,12.0,621620.0,2.9
165,12.0,404041.0,2.897
166,12.0,254087.0,2.896
167,12.0,254088.0,2.896
168,12.0,839598.0,2.892
169,12.0,544459.0,2.891
170,12.0,130069.0,2.889
171,12.0,639741.0,2.885
172,12.0,839599.0,2.884
173,12.0,991015.0,2.883
174,12.0,718672.0,2.883
175,12.0,254448.0,2.882
176,12.0,404045.0,2.881
177,12.0,888438.0,2.877
178,12.0,874293.0,2.877
179,12.0,839602.0,2.876
180,12.0,327931.0,2.872
181,12.0,123502.0,2.868
182,12.0,194780.0,2.867
183,12.0,389462.0,2.866
184,12.0,228435.0,2.859
185,12.0,348108.0,2.859
186,12.0,35844.0,2.857
187,12.0,111998.0,2.856
188,12.0,888387.0,2.855
189,12.0,710915.0,2.854
190,12.0,888439.0,2.853
191,12.0,647718.0,2.852
192,12.0,718679.0,2.844
193,12.0,85701.0,2.843
194,12.0,273477.0,2.841
195,12.0,554007.0,2.84
196,12.0,158150.0,2.839
197,12.0,606450.0,2.837
198,12.0,441221.0,2.837
199,12.0,99718.0,2.837
200,12.0,79534.0,2.836
201,12.0,552306.0,2.836
202,12.0,806542.0,2.833
203,12.0,888397.0,2.831
204,12.0,933195.0,2.828
205,12.0,423046.0,2.826
206,12.0,876738.0,2.825
207,12.0,281994.0,2.823
208,12.0,252860.0,2.822
209,12.0,90409.0,2.82
210,12.0,806552.0,2.816
211,12.0,985615.0,2.816
212,12.0,348095.0,2.806
213,12.0,926668.0,2.8
214,12.0,1049526.0,2.792
215,12.0,677887.0,2.792
216,12.0,165008.0,2.791
217,12.0,926658.0,2.791
218,12.0,637814.0,2.79
219,12.0,787710.0,2.785
220,12.0,765074.0,2.781
221,12.0,637725.0,2.779
222,12.0,50930.0,2.778
223,12.0,180430.0,2.775
224,12.0,186186.0,2.77
225,12.0,99769.0,2.766
226,12.0,851778.0,2.765
227,12.0,111978.0,2.755
228,12.0,710944.0,2.753
229,12.0,271950.0,2.75
230,12.0,893790.0,2.744
231,12.0,123466.0,2.743
232,12.0,837679.0,2.742
233,12.0,808915.0,2.739
234,12.0,583655.0,2.738
235,12.0,847581.0,2.738
236,12.0,393375.0,2.735
237,12.0,635830.0,2.731
238,12.0,177816.0,2.731
239,12.0,98210.0,2.728
240,12.0,765507.0,2.727
241,12.0,787650.0,2.723
242,12.0,114614.0,2.721
243,12.0,893842.0,2.721
244,12.0,938099.0,2.72
245,12.0,389489.0,2.716
246,12.0,110077.0,2.715
247,12.0,384584.0,2.714
248,12.0,878485.0,2.714
249,12.0,765493.0,2.713
250,12.0,664419.0,2.709
251,12.0,186122.0,2.707
252,12.0,274272.0,2.706
253,12.0,118608.0,2.706
254,12.0,405541.0,2.703
255,12.0,1012745.0,2.702
256,12.0,677876.0,2.7
257,12.0,910717.0,2.699
258,12.0,664686.0,2.696
259,12.0,664687.0,2.696
260,12.0,321296.0,2.695
261,12.0,405508.0,2.693
262,12.0,898431.0,2.693
263,12.0,643931.0,2.691
264,12.0,274277.0,2.691
265,12.0,318990.0,2.69
266,12.0,1013639.0,2.689
267,12.0,951470.0,2.686
268,12.0,806577.0,2.685
269,12.0,269471.0,2.682
270,12.0,664669.0,2.681
271,12.0,837763.0,2.681
272,12.0,782482.0,2.679
273,12.0,664463.0,2.677
274,12.0,318980.0,2.675
275,12.0,843042.0,2.672
276,12.0,56163.0,2.67
277,12.0,898442.0,2.67
278,12.0,511710.0,2.668
279,12.0,278854.0,2.668
280,12.0,1012332.0,2.667
281,12.0,326764.0,2.665
282,12.0,345465.0,2.665
283,12.0,767026.0,2.664
284,12.0,56166.0,2.662
285,12.0,808936.0,2.662
286,12.0,283192.0,2.661
287,12.0,698774.0,2.661
288,12.0,19531.0,2.66
289,12.0,304965.0,2.66
290,12.0,229205.0,2.658
291,12.0,111193.0,2.657
