index,ch,site,value
0,7.0,876883.0,4.126
1,7.0,322759.0,4.062
2,7.0,971886.0,4.017
3,7.0,753244.0,3.969
4,7.0,271060.0,3.954
5,7.0,611075.0,3.905
6,7.0,951584.0,3.888
7,7.0,322778.0,3.882
8,7.0,837417.0,3.88
9,7.0,278149.0,3.88
10,7.0,837407.0,3.865
11,7.0,489250.0,3.864
12,7.0,641155.0,3.835
13,7.0,186639.0,3.768
14,7.0,641126.0,3.728
15,7.0,912957.0,3.655
16,7.0,271030.0,3.65
17,7.0,68351.0,3.619
18,7.0,20407.0,3.593
19,7.0,39108.0,3.573
20,7.0,428624.0,3.572
21,7.0,20437.0,3.544
22,7.0,271322.0,3.543
23,7.0,306685.0,3.532
24,7.0,619692.0,3.511
25,7.0,322710.0,3.493
26,7.0,55625.0,3.483
27,7.0,547070.0,3.466
28,7.0,120202.0,3.464
29,7.0,759795.0,3.463
30,7.0,448931.0,3.46
31,7.0,654201.0,3.456
32,7.0,211799.0,3.445
33,7.0,322707.0,3.438
34,7.0,646104.0,3.414
35,7.0,271297.0,3.412
36,7.0,278070.0,3.412
37,7.0,15956.0,3.407
38,7.0,428605.0,3.387
39,7.0,547104.0,3.387
40,7.0,493789.0,3.387
41,7.0,88210.0,3.387
42,7.0,152333.0,3.385
43,7.0,96314.0,3.381
44,7.0,654182.0,3.377
45,7.0,211879.0,3.372
46,7.0,419849.0,3.359
47,7.0,527990.0,3.326
48,7.0,527993.0,3.326
49,7.0,55575.0,3.323
50,7.0,55671.0,3.322
51,7.0,606176.0,3.314
52,7.0,143680.0,3.309
53,7.0,968303.0,3.303
54,7.0,143634.0,3.302
55,7.0,211825.0,3.298
56,7.0,759832.0,3.295
57,7.0,907306.0,3.281
58,7.0,798272.0,3.278
59,7.0,414079.0,3.269
60,7.0,211863.0,3.255
61,7.0,428696.0,3.243
62,7.0,547568.0,3.24
63,7.0,528014.0,3.24
64,7.0,88199.0,3.238
65,7.0,444275.0,3.237
66,7.0,450997.0,3.217
67,7.0,606205.0,3.213
68,7.0,459900.0,3.2
69,7.0,1020854.0,3.198
70,7.0,599132.0,3.197
71,7.0,473592.0,3.196
72,7.0,379000.0,3.192
73,7.0,667119.0,3.191
74,7.0,753208.0,3.189
75,7.0,235296.0,3.168
76,7.0,235294.0,3.168
77,7.0,1020825.0,3.165
78,7.0,151168.0,3.162
79,7.0,808966.0,3.154
80,7.0,628048.0,3.108
81,7.0,824209.0,3.103
82,7.0,857155.0,3.103
83,7.0,93060.0,3.096
84,7.0,549801.0,3.092
85,7.0,181971.0,3.091
86,7.0,992327.0,3.09
87,7.0,667126.0,3.082
88,7.0,216557.0,3.08
89,7.0,344870.0,3.073
90,7.0,907763.0,3.069
91,7.0,444352.0,3.065
92,7.0,889917.0,3.064
93,7.0,763036.0,3.063
94,7.0,549775.0,3.06
95,7.0,878079.0,3.058
96,7.0,547516.0,3.053
97,7.0,271009.0,3.051
98,7.0,460519.0,3.05
99,7.0,806648.0,3.047
100,7.0,806651.0,3.046
101,7.0,355973.0,3.044
102,7.0,717393.0,3.039
103,7.0,717388.0,3.032
104,7.0,593908.0,3.028
105,7.0,878073.0,3.027
106,7.0,786358.0,3.024
107,7.0,728836.0,3.021
108,7.0,763051.0,3.016
109,7.0,83153.0,3.014
110,7.0,306769.0,3.013
111,7.0,593870.0,3.006
112,7.0,294433.0,3.002
113,7.0,21888.0,2.997
114,7.0,89243.0,2.994
115,7.0,969027.0,2.994
116,7.0,759757.0,2.994
117,7.0,598246.0,2.983
118,7.0,15926.0,2.981
119,7.0,89209.0,2.979
120,7.0,763064.0,2.97
121,7.0,667129.0,2.964
122,7.0,762889.0,2.962
123,7.0,438526.0,2.962
124,7.0,1052161.0,2.958
125,7.0,890500.0,2.956
126,7.0,258878.0,2.949
127,7.0,824114.0,2.948
128,7.0,16037.0,2.945
129,7.0,1064845.0,2.943
130,7.0,619670.0,2.942
131,7.0,526088.0,2.941
132,7.0,598255.0,2.936
133,7.0,903060.0,2.932
134,7.0,383661.0,2.929
135,7.0,82445.0,2.927
136,7.0,662547.0,2.924
137,7.0,1050570.0,2.924
138,7.0,414981.0,2.923
139,7.0,53922.0,2.898
140,7.0,628087.0,2.896
141,7.0,146087.0,2.89
142,7.0,798217.0,2.89
143,7.0,907159.0,2.889
144,7.0,851482.0,2.888
145,7.0,728931.0,2.887
146,7.0,344861.0,2.887
147,7.0,379463.0,2.886
148,7.0,478245.0,2.885
149,7.0,492861.0,2.884
