index,ch,site,value
0,1.0,168754.0,3.987
1,1.0,111872.0,3.573
2,1.0,111864.0,3.527
3,1.0,32507.0,3.522
4,1.0,32519.0,3.429
5,1.0,72817.0,3.426
6,1.0,32477.0,3.336
7,1.0,44443.0,3.311
8,1.0,44447.0,3.303
9,1.0,59122.0,3.169
10,1.0,61333.0,3.048
11,1.0,59189.0,3.047
12,1.0,61326.0,3.04
13,1.0,59102.0,3.014
14,1.0,60728.0,2.972
15,1.0,61002.0,2.952
16,1.0,168712.0,2.951
17,1.0,190588.0,2.905
18,1.0,37737.0,2.81
19,1.0,59085.0,2.796
20,1.0,185111.0,2.793
21,1.0,131093.0,2.679
22,1.0,72721.0,2.678
23,1.0,56793.0,2.672
24,1.0,61228.0,2.636
25,1.0,61054.0,2.619
26,1.0,61220.0,2.589
27,1.0,107505.0,2.586
28,1.0,177660.0,2.551
29,1.0,48002.0,2.544
30,1.0,60968.0,2.541
31,1.0,91859.0,2.473
32,1.0,131113.0,2.454
33,1.0,60818.0,2.443
34,1.0,112533.0,2.42
35,1.0,71999.0,2.391
36,1.0,191986.0,2.366
37,1.0,191982.0,2.366
38,1.0,69220.0,2.323
39,1.0,131643.0,2.314
40,1.0,37767.0,2.294
41,1.0,61773.0,2.29
42,1.0,48099.0,2.288
43,1.0,91772.0,2.286
44,1.0,69223.0,2.284
45,1.0,113277.0,2.283
46,1.0,60831.0,2.281
47,1.0,173439.0,2.27
48,1.0,37777.0,2.262
49,1.0,37789.0,2.246
50,1.0,91767.0,2.246
51,1.0,110301.0,2.23
52,1.0,127589.0,2.221
53,1.0,173443.0,2.216
54,1.0,129305.0,2.207
55,1.0,129271.0,2.207
56,1.0,59691.0,2.206
57,1.0,48106.0,2.201
58,1.0,107211.0,2.201
59,1.0,169929.0,2.193
60,1.0,56758.0,2.173
61,1.0,91889.0,2.166
62,1.0,61663.0,2.159
63,1.0,170280.0,2.159
64,1.0,180548.0,2.145
65,1.0,46547.0,2.144
66,1.0,58728.0,2.138
67,1.0,129252.0,2.137
68,1.0,46550.0,2.13
69,1.0,180535.0,2.129
70,1.0,142837.0,2.128
71,1.0,142890.0,2.124
72,1.0,109084.0,2.122
73,1.0,33558.0,2.122
74,1.0,78480.0,2.106
75,1.0,142860.0,2.099
76,1.0,173366.0,2.092
77,1.0,33177.0,2.088
78,1.0,132204.0,2.087
79,1.0,195200.0,2.085
80,1.0,191663.0,2.073
81,1.0,80954.0,2.066
82,1.0,174619.0,2.064
83,1.0,195253.0,2.062
84,1.0,33994.0,2.06
85,1.0,174616.0,2.056
86,1.0,80946.0,2.051
87,1.0,130281.0,2.03
88,1.0,33941.0,2.027
89,1.0,193118.0,2.025
90,1.0,195187.0,2.023
91,1.0,195188.0,2.023
92,1.0,158949.0,2.022
93,1.0,35349.0,2.018
94,1.0,127556.0,2.017
95,1.0,78405.0,2.007
96,1.0,67380.0,1.991
97,1.0,59714.0,1.989
98,1.0,9363.0,1.982
99,1.0,43505.0,1.977
100,1.0,57334.0,1.975
101,1.0,64580.0,1.973
102,1.0,127646.0,1.966
103,1.0,129991.0,1.961
104,1.0,130211.0,1.956
105,1.0,42458.0,1.946
106,1.0,159626.0,1.942
107,1.0,130301.0,1.928
108,1.0,156856.0,1.919
109,1.0,111829.0,1.918
110,1.0,109580.0,1.917
111,1.0,93009.0,1.908
112,1.0,71957.0,1.9
113,1.0,92900.0,1.896
114,1.0,191198.0,1.888
115,1.0,30528.0,1.884
116,1.0,128646.0,1.877
117,1.0,169512.0,1.876
118,1.0,47674.0,1.875
119,1.0,83403.0,1.869
120,1.0,68804.0,1.869
121,1.0,127355.0,1.86
122,1.0,111827.0,1.854
123,1.0,30496.0,1.853
124,1.0,33541.0,1.841
125,1.0,61509.0,1.84
126,1.0,34025.0,1.839
127,1.0,34028.0,1.839
128,1.0,54565.0,1.838
129,1.0,43946.0,1.838
130,1.0,84150.0,1.838
131,1.0,181526.0,1.836
132,1.0,61476.0,1.806
133,1.0,44220.0,1.805
134,1.0,155201.0,1.798
135,1.0,131422.0,1.796
136,1.0,44053.0,1.796
137,1.0,96818.0,1.793
138,1.0,193265.0,1.792
139,1.0,33634.0,1.786
140,1.0,93283.0,1.784
141,1.0,133199.0,1.783
142,1.0,192942.0,1.783
143,1.0,41384.0,1.776
144,1.0,73140.0,1.776
145,1.0,116251.0,1.775
146,1.0,154247.0,1.774
147,1.0,158969.0,1.771
148,1.0,60396.0,1.769
149,1.0,68280.0,1.767
150,1.0,115615.0,1.763
151,1.0,129478.0,1.762
152,1.0,59434.0,1.757
153,1.0,115662.0,1.756
154,1.0,63333.0,1.754
155,1.0,128968.0,1.753
156,1.0,40293.0,1.752
157,1.0,96890.0,1.752
158,1.0,106626.0,1.749
159,1.0,69282.0,1.748
160,1.0,114312.0,1.748
161,1.0,83379.0,1.742
162,1.0,59411.0,1.741
163,1.0,167778.0,1.738
164,1.0,93307.0,1.737
165,1.0,138227.0,1.736
166,1.0,41407.0,1.731
167,1.0,132399.0,1.731
168,1.0,59577.0,1.726
169,1.0,116290.0,1.723
170,1.0,100994.0,1.722
171,1.0,180448.0,1.722
172,1.0,75691.0,1.72
173,1.0,189992.0,1.715
174,1.0,189958.0,1.709
175,1.0,173483.0,1.706
176,1.0,129488.0,1.706
177,1.0,189988.0,1.7
178,1.0,74476.0,1.696
179,1.0,128582.0,1.69
180,1.0,99380.0,1.686
181,1.0,62165.0,1.685
182,1.0,33893.0,1.672
183,1.0,60673.0,1.668
184,1.0,193284.0,1.667
185,1.0,33761.0,1.663
186,1.0,34074.0,1.661
187,1.0,144266.0,1.658
188,1.0,189977.0,1.653
189,1.0,62128.0,1.652
190,1.0,151197.0,1.647
191,1.0,82982.0,1.64
192,1.0,169748.0,1.64
193,1.0,44264.0,1.639
194,1.0,114300.0,1.636
195,1.0,195045.0,1.634
196,1.0,62316.0,1.634
197,1.0,74493.0,1.633
198,1.0,191249.0,1.624
199,1.0,47649.0,1.619
200,1.0,191097.0,1.618
