index,ch,site,value
0,11.0,519658.0,4.782
1,11.0,519578.0,4.564
2,11.0,368360.0,4.15
3,11.0,508471.0,4.133
4,11.0,368322.0,4.102
5,11.0,508456.0,4.094
6,11.0,314788.0,4.046
7,11.0,368401.0,3.992
8,11.0,508423.0,3.876
9,11.0,170362.0,3.777
10,11.0,374735.0,3.621
11,11.0,328762.0,3.587
12,11.0,562344.0,3.567
13,11.0,341448.0,3.56
14,11.0,562329.0,3.56
15,11.0,520900.0,3.557
16,11.0,363623.0,3.498
17,11.0,341497.0,3.491
18,11.0,81913.0,3.439
19,11.0,521086.0,3.439
20,11.0,50100.0,3.431
21,11.0,341513.0,3.389
22,11.0,50081.0,3.361
23,11.0,170790.0,3.313
24,11.0,169777.0,3.31
25,11.0,646286.0,3.302
26,11.0,529919.0,3.275
27,11.0,614433.0,3.273
28,11.0,169796.0,3.269
29,11.0,374690.0,3.256
30,11.0,336618.0,3.249
31,11.0,11148.0,3.249
32,11.0,364716.0,3.236
33,11.0,464298.0,3.231
34,11.0,23465.0,3.212
35,11.0,11200.0,3.209
36,11.0,35524.0,3.2
37,11.0,23458.0,3.197
38,11.0,23453.0,3.197
39,11.0,599121.0,3.194
40,11.0,11123.0,3.185
41,11.0,364754.0,3.182
42,11.0,464290.0,3.176
43,11.0,75577.0,3.173
44,11.0,170767.0,3.172
45,11.0,363682.0,3.164
46,11.0,464291.0,3.161
47,11.0,381508.0,3.16
48,11.0,236524.0,3.155
49,11.0,50155.0,3.153
50,11.0,464277.0,3.152
51,11.0,468542.0,3.121
52,11.0,386122.0,3.119
53,11.0,336707.0,3.101
54,11.0,103171.0,3.086
55,11.0,434254.0,3.083
56,11.0,508521.0,3.065
57,11.0,526076.0,3.064
58,11.0,356664.0,3.059
59,11.0,263299.0,3.057
60,11.0,263328.0,3.047
61,11.0,451472.0,3.039
62,11.0,468588.0,3.036
63,11.0,245857.0,3.033
64,11.0,23407.0,3.019
65,11.0,519985.0,3.004
66,11.0,477585.0,2.992
67,11.0,25855.0,2.989
68,11.0,334450.0,2.98
69,11.0,250003.0,2.969
70,11.0,583316.0,2.966
71,11.0,354420.0,2.956
72,11.0,506098.0,2.953
73,11.0,91121.0,2.951
74,11.0,401980.0,2.95
75,11.0,221274.0,2.947
76,11.0,29259.0,2.944
77,11.0,25894.0,2.943
78,11.0,166117.0,2.942
79,11.0,334453.0,2.94
80,11.0,513970.0,2.94
81,11.0,201156.0,2.937
82,11.0,356639.0,2.93
83,11.0,225308.0,2.929
84,11.0,599144.0,2.904
85,11.0,222348.0,2.903
86,11.0,166125.0,2.896
87,11.0,182173.0,2.89
88,11.0,182160.0,2.889
89,11.0,222276.0,2.884
90,11.0,326280.0,2.874
91,11.0,103200.0,2.869
92,11.0,236549.0,2.866
93,11.0,83403.0,2.849
94,11.0,507852.0,2.847
95,11.0,108070.0,2.838
96,11.0,226113.0,2.834
97,11.0,257256.0,2.827
98,11.0,449787.0,2.824
99,11.0,354380.0,2.815
100,11.0,75613.0,2.814
101,11.0,263355.0,2.808
102,11.0,104789.0,2.805
103,11.0,439476.0,2.804
104,11.0,236572.0,2.804
105,11.0,391638.0,2.798
106,11.0,103204.0,2.798
107,11.0,401498.0,2.792
108,11.0,515057.0,2.79
109,11.0,32811.0,2.79
110,11.0,358202.0,2.789
111,11.0,391616.0,2.789
112,11.0,146074.0,2.776
113,11.0,127601.0,2.773
114,11.0,417891.0,2.763
115,11.0,488722.0,2.746
116,11.0,166186.0,2.743
117,11.0,520019.0,2.742
118,11.0,326504.0,2.738
119,11.0,6930.0,2.736
120,11.0,515048.0,2.713
121,11.0,25792.0,2.71
122,11.0,165023.0,2.71
123,11.0,282254.0,2.708
124,11.0,99490.0,2.695
125,11.0,374667.0,2.692
126,11.0,374668.0,2.692
127,11.0,592063.0,2.691
128,11.0,377832.0,2.69
129,11.0,429476.0,2.689
130,11.0,242158.0,2.687
131,11.0,366375.0,2.686
132,11.0,326493.0,2.683
133,11.0,56895.0,2.676
134,11.0,155075.0,2.662
135,11.0,227794.0,2.653
136,11.0,506309.0,2.648
137,11.0,401941.0,2.647
138,11.0,649099.0,2.642
139,11.0,28262.0,2.64
140,11.0,17865.0,2.639
141,11.0,24052.0,2.632
142,11.0,464129.0,2.625
143,11.0,354447.0,2.614
144,11.0,221154.0,2.614
145,11.0,439521.0,2.611
146,11.0,104809.0,2.61
147,11.0,75541.0,2.609
148,11.0,449755.0,2.607
149,11.0,595153.0,2.604
150,11.0,464083.0,2.601
151,11.0,201242.0,2.6
152,11.0,534130.0,2.591
153,11.0,392546.0,2.585
154,11.0,33416.0,2.583
155,11.0,527517.0,2.581
156,11.0,316963.0,2.581
157,11.0,366396.0,2.577
158,11.0,572790.0,2.576
159,11.0,175435.0,2.576
160,11.0,48858.0,2.575
161,11.0,307136.0,2.573
162,11.0,104716.0,2.572
163,11.0,279025.0,2.57
164,11.0,392392.0,2.57
165,11.0,279009.0,2.564
166,11.0,571356.0,2.557
167,11.0,400186.0,2.555
168,11.0,473501.0,2.554
169,11.0,508760.0,2.529
170,11.0,407161.0,2.528
171,11.0,434164.0,2.521
172,11.0,227135.0,2.519
173,11.0,488742.0,2.517
174,11.0,488508.0,2.515
175,11.0,225397.0,2.514
176,11.0,20976.0,2.512
177,11.0,383501.0,2.511
178,11.0,65927.0,2.508
179,11.0,646664.0,2.508
180,11.0,81850.0,2.506
181,11.0,23764.0,2.506
182,11.0,336390.0,2.501
183,11.0,449749.0,2.498
184,11.0,238318.0,2.497
185,11.0,437835.0,2.497
186,11.0,408511.0,2.497
187,11.0,354349.0,2.494
188,11.0,226175.0,2.492
189,11.0,65944.0,2.485
190,11.0,156975.0,2.485
191,11.0,221151.0,2.485
192,11.0,34092.0,2.479
193,11.0,246030.0,2.476
194,11.0,20805.0,2.473
195,11.0,6785.0,2.472
196,11.0,336373.0,2.47
197,11.0,366301.0,2.469
198,11.0,427938.0,2.467
199,11.0,592044.0,2.464
200,11.0,486939.0,2.464
201,11.0,488489.0,2.462
202,11.0,250093.0,2.461
203,11.0,119147.0,2.457
204,11.0,264634.0,2.457
205,11.0,584643.0,2.457
206,11.0,526144.0,2.455
207,11.0,561775.0,2.455
208,11.0,163876.0,2.448
209,11.0,571325.0,2.442
210,11.0,32738.0,2.442
211,11.0,227153.0,2.442
212,11.0,408501.0,2.442
213,11.0,402870.0,2.431
214,11.0,341539.0,2.428
215,11.0,381745.0,2.428
216,11.0,488536.0,2.423
217,11.0,484312.0,2.422
218,11.0,169755.0,2.422
219,11.0,108168.0,2.42
220,11.0,30546.0,2.416
221,11.0,601586.0,2.415
222,11.0,508026.0,2.412
