index,ch,site,value
0,10.0,25448.0,4.25
1,10.0,25441.0,4.226
2,10.0,332829.0,4.14
3,10.0,393860.0,4.128
4,10.0,94487.0,4.012
5,10.0,522733.0,3.895
6,10.0,547932.0,3.816
7,10.0,291505.0,3.8
8,10.0,547945.0,3.738
9,10.0,94538.0,3.692
10,10.0,547900.0,3.611
11,10.0,518830.0,3.554
12,10.0,111799.0,3.541
13,10.0,391927.0,3.525
14,10.0,571127.0,3.525
15,10.0,391926.0,3.518
16,10.0,193917.0,3.516
17,10.0,391932.0,3.509
18,10.0,571135.0,3.464
19,10.0,571134.0,3.464
20,10.0,111832.0,3.432
21,10.0,391915.0,3.386
22,10.0,34461.0,3.359
23,10.0,391909.0,3.277
24,10.0,22268.0,3.274
25,10.0,193932.0,3.267
26,10.0,382480.0,3.261
27,10.0,391898.0,3.254
28,10.0,699415.0,3.235
29,10.0,294232.0,3.229
30,10.0,294233.0,3.229
31,10.0,545436.0,3.204
32,10.0,337591.0,3.187
33,10.0,624338.0,3.17
34,10.0,382516.0,3.151
35,10.0,426432.0,3.145
36,10.0,689454.0,3.14
37,10.0,624403.0,3.127
38,10.0,357269.0,3.12
39,10.0,545409.0,3.115
40,10.0,525997.0,3.096
41,10.0,57886.0,3.087
42,10.0,310010.0,3.045
43,10.0,521224.0,3.033
44,10.0,470583.0,3.014
45,10.0,703218.0,3.013
46,10.0,699446.0,3.0
47,10.0,391971.0,2.98
48,10.0,137827.0,2.975
49,10.0,641027.0,2.968
50,10.0,137830.0,2.967
51,10.0,459976.0,2.956
52,10.0,57916.0,2.947
53,10.0,22379.0,2.945
54,10.0,468830.0,2.932
55,10.0,497451.0,2.924
56,10.0,57851.0,2.922
57,10.0,377121.0,2.919
58,10.0,172243.0,2.901
59,10.0,574368.0,2.901
60,10.0,360633.0,2.895
61,10.0,377117.0,2.888
62,10.0,700429.0,2.885
63,10.0,571170.0,2.872
64,10.0,169759.0,2.871
65,10.0,235954.0,2.868
66,10.0,557219.0,2.864
67,10.0,557227.0,2.864
68,10.0,622638.0,2.861
69,10.0,641159.0,2.859
70,10.0,623994.0,2.857
71,10.0,235987.0,2.856
72,10.0,706239.0,2.842
73,10.0,623990.0,2.841
74,10.0,527292.0,2.841
75,10.0,690813.0,2.841
76,10.0,468066.0,2.84
77,10.0,295143.0,2.82
78,10.0,190641.0,2.813
79,10.0,294541.0,2.81
80,10.0,185101.0,2.8
81,10.0,622580.0,2.784
82,10.0,273505.0,2.781
83,10.0,186235.0,2.778
84,10.0,419951.0,2.776
85,10.0,319426.0,2.77
86,10.0,212066.0,2.768
87,10.0,647622.0,2.767
88,10.0,690705.0,2.765
89,10.0,624155.0,2.763
90,10.0,319430.0,2.762
91,10.0,186207.0,2.762
92,10.0,624159.0,2.762
93,10.0,212071.0,2.76
94,10.0,436784.0,2.757
95,10.0,273464.0,2.757
96,10.0,392970.0,2.754
97,10.0,471796.0,2.744
98,10.0,169728.0,2.74
99,10.0,356723.0,2.735
100,10.0,585270.0,2.733
101,10.0,382548.0,2.728
102,10.0,471774.0,2.72
103,10.0,62168.0,2.718
104,10.0,439989.0,2.717
105,10.0,135464.0,2.704
106,10.0,35187.0,2.699
107,10.0,337924.0,2.693
108,10.0,623166.0,2.692
109,10.0,252985.0,2.687
110,10.0,237271.0,2.683
111,10.0,675579.0,2.679
112,10.0,573521.0,2.677
113,10.0,172278.0,2.675
114,10.0,190673.0,2.666
115,10.0,542537.0,2.666
116,10.0,43176.0,2.663
117,10.0,632288.0,2.66
118,10.0,235942.0,2.658
119,10.0,726832.0,2.645
120,10.0,706328.0,2.645
121,10.0,548927.0,2.643
122,10.0,95652.0,2.639
123,10.0,382558.0,2.634
124,10.0,467449.0,2.634
125,10.0,726834.0,2.629
126,10.0,503686.0,2.626
127,10.0,35184.0,2.626
128,10.0,647604.0,2.619
129,10.0,469879.0,2.612
130,10.0,58561.0,2.605
131,10.0,295121.0,2.603
132,10.0,119930.0,2.598
133,10.0,176508.0,2.588
134,10.0,579647.0,2.587
135,10.0,319361.0,2.579
136,10.0,337934.0,2.576
137,10.0,111873.0,2.574
138,10.0,548952.0,2.573
139,10.0,176477.0,2.571
140,10.0,123961.0,2.566
141,10.0,469887.0,2.559
142,10.0,679075.0,2.556
143,10.0,97519.0,2.553
144,10.0,96746.0,2.549
145,10.0,641082.0,2.546
146,10.0,58564.0,2.543
147,10.0,33015.0,2.542
148,10.0,573131.0,2.538
149,10.0,520273.0,2.537
150,10.0,73374.0,2.536
151,10.0,359596.0,2.535
152,10.0,631933.0,2.533
153,10.0,548768.0,2.532
154,10.0,237172.0,2.531
155,10.0,486852.0,2.531
156,10.0,637845.0,2.531
157,10.0,723069.0,2.53
158,10.0,467483.0,2.53
159,10.0,229786.0,2.526
160,10.0,256604.0,2.525
161,10.0,726753.0,2.522
162,10.0,681101.0,2.521
163,10.0,406666.0,2.515
164,10.0,35178.0,2.514
165,10.0,652278.0,2.511
166,10.0,96754.0,2.511
167,10.0,235928.0,2.51
168,10.0,486840.0,2.509
169,10.0,290206.0,2.508
170,10.0,624193.0,2.507
171,10.0,256623.0,2.501
172,10.0,224419.0,2.499
173,10.0,163066.0,2.498
174,10.0,698388.0,2.497
175,10.0,573388.0,2.495
176,10.0,290201.0,2.492
177,10.0,562042.0,2.491
178,10.0,467485.0,2.491
179,10.0,406634.0,2.49
180,10.0,68228.0,2.49
181,10.0,621473.0,2.485
182,10.0,443665.0,2.485
183,10.0,118169.0,2.484
184,10.0,33007.0,2.48
185,10.0,436773.0,2.478
186,10.0,406643.0,2.476
187,10.0,107473.0,2.471
188,10.0,622306.0,2.468
189,10.0,159050.0,2.465
