index,ch,site,value
0,3.0,47163.0,4.085
1,3.0,300111.0,4.027
2,3.0,300099.0,3.988
3,3.0,164215.0,3.631
4,3.0,68660.0,3.545
5,3.0,68651.0,3.537
6,3.0,164173.0,3.311
7,3.0,51450.0,3.257
8,3.0,48968.0,3.213
9,3.0,215526.0,3.176
10,3.0,154892.0,3.163
11,3.0,48985.0,3.128
12,3.0,164165.0,3.123
13,3.0,248237.0,3.105
14,3.0,186691.0,3.083
15,3.0,248152.0,3.043
16,3.0,248159.0,3.035
17,3.0,212638.0,2.898
18,3.0,297413.0,2.887
19,3.0,238392.0,2.873
20,3.0,211235.0,2.817
21,3.0,186654.0,2.782
22,3.0,55665.0,2.729
23,3.0,21325.0,2.709
24,3.0,138849.0,2.707
25,3.0,138836.0,2.701
26,3.0,55638.0,2.689
27,3.0,64182.0,2.668
28,3.0,271826.0,2.667
29,3.0,221996.0,2.665
30,3.0,271849.0,2.653
31,3.0,37447.0,2.65
32,3.0,221984.0,2.643
33,3.0,186746.0,2.63
34,3.0,252561.0,2.613
35,3.0,164139.0,2.587
36,3.0,154872.0,2.554
37,3.0,161462.0,2.554
38,3.0,224095.0,2.551
39,3.0,246998.0,2.549
40,3.0,224097.0,2.527
41,3.0,65595.0,2.508
42,3.0,51198.0,2.501
43,3.0,49782.0,2.493
44,3.0,237724.0,2.487
45,3.0,237732.0,2.479
46,3.0,161456.0,2.474
47,3.0,226472.0,2.472
48,3.0,18273.0,2.47
49,3.0,202777.0,2.468
50,3.0,49821.0,2.463
51,3.0,252624.0,2.45
52,3.0,225875.0,2.446
53,3.0,75089.0,2.445
54,3.0,185909.0,2.441
55,3.0,132361.0,2.407
56,3.0,59304.0,2.392
57,3.0,300211.0,2.391
58,3.0,257519.0,2.38
59,3.0,211182.0,2.377
60,3.0,300071.0,2.376
61,3.0,211184.0,2.369
62,3.0,195337.0,2.368
63,3.0,215311.0,2.366
64,3.0,35271.0,2.366
65,3.0,18304.0,2.361
66,3.0,51706.0,2.36
67,3.0,195354.0,2.353
68,3.0,223584.0,2.349
69,3.0,214333.0,2.332
70,3.0,267882.0,2.329
71,3.0,227240.0,2.328
72,3.0,173988.0,2.327
73,3.0,171636.0,2.316
74,3.0,248473.0,2.31
75,3.0,309448.0,2.304
76,3.0,72777.0,2.301
77,3.0,28677.0,2.291
78,3.0,48157.0,2.285
79,3.0,138817.0,2.278
80,3.0,185892.0,2.277
81,3.0,214285.0,2.272
82,3.0,138876.0,2.263
83,3.0,215318.0,2.258
84,3.0,248463.0,2.249
85,3.0,70481.0,2.235
86,3.0,248490.0,2.233
87,3.0,156599.0,2.214
88,3.0,121471.0,2.208
89,3.0,21389.0,2.203
90,3.0,213099.0,2.194
91,3.0,63056.0,2.185
92,3.0,74325.0,2.184
93,3.0,271277.0,2.184
94,3.0,63474.0,2.181
95,3.0,228815.0,2.18
96,3.0,145228.0,2.177
97,3.0,63489.0,2.166
98,3.0,249551.0,2.159
99,3.0,159427.0,2.149
100,3.0,138304.0,2.145
101,3.0,241396.0,2.144
102,3.0,156612.0,2.143
103,3.0,61420.0,2.14
104,3.0,54078.0,2.135
105,3.0,215225.0,2.125
106,3.0,75048.0,2.124
107,3.0,51546.0,2.122
108,3.0,138318.0,2.11
109,3.0,62930.0,2.102
110,3.0,226464.0,2.099
111,3.0,51294.0,2.099
112,3.0,214168.0,2.089
113,3.0,46298.0,2.087
114,3.0,269612.0,2.084
115,3.0,204716.0,2.08
116,3.0,58410.0,2.076
117,3.0,58425.0,2.074
118,3.0,283809.0,2.068
119,3.0,40328.0,2.062
120,3.0,49062.0,2.062
121,3.0,283777.0,2.06
122,3.0,283770.0,2.06
123,3.0,211302.0,2.058
124,3.0,260837.0,2.056
125,3.0,283811.0,2.052
126,3.0,283765.0,2.045
127,3.0,156641.0,2.042
128,3.0,286813.0,2.042
129,3.0,240978.0,2.041
130,3.0,54376.0,2.04
131,3.0,264356.0,2.038
132,3.0,225947.0,2.036
133,3.0,251346.0,2.035
134,3.0,119803.0,2.035
135,3.0,3570.0,2.028
136,3.0,44131.0,2.025
137,3.0,43894.0,2.025
138,3.0,138747.0,2.022
139,3.0,186761.0,2.021
140,3.0,241813.0,2.02
141,3.0,59203.0,2.012
142,3.0,43845.0,2.009
143,3.0,243642.0,2.006
144,3.0,156485.0,2.005
145,3.0,51649.0,2.004
146,3.0,156178.0,1.996
147,3.0,210331.0,1.996
148,3.0,156181.0,1.988
149,3.0,186636.0,1.987
150,3.0,121444.0,1.986
151,3.0,309493.0,1.986
152,3.0,228705.0,1.985
153,3.0,66101.0,1.981
154,3.0,48138.0,1.976
155,3.0,138677.0,1.974
156,3.0,171679.0,1.968
157,3.0,58050.0,1.967
158,3.0,79346.0,1.966
159,3.0,156182.0,1.964
160,3.0,132337.0,1.964
161,3.0,62162.0,1.963
162,3.0,154199.0,1.958
163,3.0,249857.0,1.958
164,3.0,62158.0,1.956
165,3.0,78328.0,1.952
166,3.0,131341.0,1.948
167,3.0,72885.0,1.947
168,3.0,272133.0,1.938
169,3.0,241794.0,1.933
170,3.0,75014.0,1.929
171,3.0,217186.0,1.927
172,3.0,77429.0,1.926
173,3.0,284045.0,1.921
174,3.0,76960.0,1.92
175,3.0,224141.0,1.917
176,3.0,49742.0,1.917
177,3.0,62176.0,1.916
178,3.0,211797.0,1.914
179,3.0,65503.0,1.911
180,3.0,189009.0,1.911
181,3.0,228694.0,1.909
182,3.0,131332.0,1.908
183,3.0,76964.0,1.904
184,3.0,241049.0,1.9
185,3.0,270271.0,1.9
186,3.0,21622.0,1.9
187,3.0,189021.0,1.896
188,3.0,275275.0,1.896
189,3.0,189024.0,1.895
190,3.0,16599.0,1.893
191,3.0,241052.0,1.892
192,3.0,271675.0,1.89
193,3.0,63886.0,1.887
194,3.0,229508.0,1.883
195,3.0,249775.0,1.879
196,3.0,228688.0,1.878
197,3.0,164279.0,1.878
198,3.0,206594.0,1.876
199,3.0,212085.0,1.875
200,3.0,65496.0,1.872
201,3.0,226692.0,1.872
202,3.0,192291.0,1.857
203,3.0,237804.0,1.857
204,3.0,159386.0,1.852
205,3.0,21910.0,1.851
206,3.0,63947.0,1.85
207,3.0,299073.0,1.849
208,3.0,171579.0,1.847
209,3.0,264192.0,1.846
210,3.0,214559.0,1.845
211,3.0,206614.0,1.845
212,3.0,198089.0,1.844
213,3.0,119627.0,1.841
214,3.0,263682.0,1.838
215,3.0,202820.0,1.837
216,3.0,76991.0,1.836
217,3.0,233309.0,1.836
218,3.0,138690.0,1.834
219,3.0,194480.0,1.832
220,3.0,67541.0,1.83
221,3.0,156545.0,1.821
222,3.0,262065.0,1.82
223,3.0,146107.0,1.819
224,3.0,249056.0,1.819
225,3.0,271363.0,1.815
226,3.0,156386.0,1.814
227,3.0,270301.0,1.814
228,3.0,265304.0,1.806
229,3.0,267606.0,1.806
230,3.0,215717.0,1.804
231,3.0,247735.0,1.798
232,3.0,209098.0,1.795
233,3.0,270256.0,1.795
234,3.0,70424.0,1.794
235,3.0,214386.0,1.791
236,3.0,241005.0,1.791
237,3.0,265334.0,1.79
238,3.0,59175.0,1.789
239,3.0,223621.0,1.788
240,3.0,258306.0,1.786
241,3.0,62313.0,1.786
242,3.0,213757.0,1.786
243,3.0,37204.0,1.785
244,3.0,261915.0,1.784
245,3.0,309662.0,1.783
246,3.0,58170.0,1.777
247,3.0,265333.0,1.774
248,3.0,190756.0,1.771
249,3.0,69158.0,1.764
250,3.0,229456.0,1.76
251,3.0,214540.0,1.759
252,3.0,59797.0,1.756
253,3.0,213715.0,1.749
254,3.0,133017.0,1.743
255,3.0,67436.0,1.741
256,3.0,241743.0,1.74
257,3.0,119663.0,1.74
258,3.0,274653.0,1.731
259,3.0,251754.0,1.731
260,3.0,237976.0,1.726
261,3.0,228826.0,1.725
262,3.0,165020.0,1.724
263,3.0,66080.0,1.723
264,3.0,165009.0,1.723
265,3.0,283574.0,1.721
266,3.0,242657.0,1.72
267,3.0,252995.0,1.717
268,3.0,299103.0,1.716
269,3.0,247673.0,1.715
270,3.0,299312.0,1.715
271,3.0,283587.0,1.713
272,3.0,283579.0,1.713
273,3.0,70415.0,1.712
274,3.0,190776.0,1.708
275,3.0,265350.0,1.707
276,3.0,154177.0,1.703
277,3.0,228463.0,1.698
278,3.0,253471.0,1.696
279,3.0,251085.0,1.695
280,3.0,209066.0,1.69
281,3.0,298223.0,1.685
282,3.0,253900.0,1.683
283,3.0,207316.0,1.681
284,3.0,69213.0,1.68
285,3.0,69228.0,1.678
286,3.0,171353.0,1.678
287,3.0,253913.0,1.674
288,3.0,215597.0,1.674
289,3.0,267657.0,1.673
290,3.0,258879.0,1.671
291,3.0,228512.0,1.666
292,3.0,209975.0,1.665
293,3.0,209001.0,1.664
294,3.0,274426.0,1.664
295,3.0,247113.0,1.664
296,3.0,249095.0,1.663
297,3.0,282072.0,1.661
298,3.0,51043.0,1.659
299,3.0,210456.0,1.658
300,3.0,126120.0,1.658
301,3.0,36754.0,1.656
302,3.0,299380.0,1.656
303,3.0,48067.0,1.652
304,3.0,131410.0,1.652
305,3.0,175578.0,1.651
306,3.0,274810.0,1.646
307,3.0,241492.0,1.644
308,3.0,70300.0,1.639
309,3.0,51580.0,1.639
310,3.0,185470.0,1.627
311,3.0,145975.0,1.627
312,3.0,279197.0,1.626
313,3.0,54405.0,1.625
314,3.0,237953.0,1.624
315,3.0,67936.0,1.623
316,3.0,166115.0,1.623
317,3.0,254064.0,1.623
318,3.0,192488.0,1.622
319,3.0,216160.0,1.622
320,3.0,175631.0,1.621
321,3.0,28742.0,1.62
322,3.0,250463.0,1.616
323,3.0,237454.0,1.615
324,3.0,46352.0,1.613
325,3.0,222253.0,1.613
326,3.0,254745.0,1.613
327,3.0,269457.0,1.612
328,3.0,210015.0,1.612
329,3.0,260756.0,1.61
330,3.0,145297.0,1.609
331,3.0,254916.0,1.608
332,3.0,254057.0,1.608
333,3.0,50167.0,1.607
334,3.0,225964.0,1.607
335,3.0,252996.0,1.607
336,3.0,263708.0,1.605
337,3.0,209079.0,1.604
338,3.0,243177.0,1.599
339,3.0,225979.0,1.598
340,3.0,26196.0,1.598
341,3.0,262346.0,1.597
342,3.0,33863.0,1.597
343,3.0,126168.0,1.596
344,3.0,49536.0,1.591
345,3.0,197660.0,1.591
346,3.0,241846.0,1.59
347,3.0,222335.0,1.589
348,3.0,36090.0,1.589
349,3.0,207025.0,1.589
350,3.0,163657.0,1.588
351,3.0,234476.0,1.587
352,3.0,77698.0,1.586
353,3.0,46851.0,1.586
354,3.0,64126.0,1.583
355,3.0,258550.0,1.583
356,3.0,175141.0,1.582
357,3.0,22042.0,1.582
358,3.0,280133.0,1.581
359,3.0,158738.0,1.581
360,3.0,252074.0,1.58
361,3.0,208404.0,1.579
362,3.0,66861.0,1.579
363,3.0,2692.0,1.577
364,3.0,138262.0,1.575
365,3.0,137981.0,1.575
366,3.0,33864.0,1.574
367,3.0,132987.0,1.573
368,3.0,280127.0,1.573
369,3.0,208901.0,1.573
370,3.0,46816.0,1.571
371,3.0,41619.0,1.57
372,3.0,2685.0,1.569
373,3.0,50139.0,1.567
374,3.0,78285.0,1.565
375,3.0,18096.0,1.565
376,3.0,238558.0,1.563
377,3.0,237415.0,1.563
378,3.0,136253.0,1.562
379,3.0,247131.0,1.561
380,3.0,32559.0,1.559
381,3.0,279211.0,1.557
382,3.0,46806.0,1.555
383,3.0,32563.0,1.551
384,3.0,269831.0,1.55
385,3.0,261160.0,1.549
386,3.0,262034.0,1.549
387,3.0,309208.0,1.549
388,3.0,80495.0,1.547
389,3.0,66881.0,1.54
390,3.0,129976.0,1.539
391,3.0,249110.0,1.538
392,3.0,279160.0,1.536
393,3.0,243197.0,1.535
394,3.0,57933.0,1.534
395,3.0,38390.0,1.534
396,3.0,283638.0,1.533
397,3.0,63971.0,1.532
398,3.0,69086.0,1.532
399,3.0,59354.0,1.531
400,3.0,47247.0,1.531
401,3.0,39065.0,1.529
402,3.0,159344.0,1.525
403,3.0,263846.0,1.525
404,3.0,55162.0,1.524
405,3.0,37035.0,1.524
406,3.0,174688.0,1.523
407,3.0,226100.0,1.523
