index,ch,site,value
0,15.0,588158.0,4.568
1,15.0,588152.0,4.552
2,15.0,255675.0,4.541
3,15.0,1041915.0,4.519
4,15.0,588125.0,4.472
5,15.0,1059911.0,4.454
6,15.0,1059845.0,4.301
7,15.0,37677.0,4.289
8,15.0,37718.0,4.272
9,15.0,202061.0,4.208
10,15.0,37659.0,4.196
11,15.0,521748.0,4.01
12,15.0,521792.0,3.993
13,15.0,450702.0,3.953
14,15.0,35300.0,3.858
15,15.0,218020.0,3.797
16,15.0,35327.0,3.787
17,15.0,1042314.0,3.779
18,15.0,483448.0,3.745
19,15.0,35337.0,3.724
20,15.0,394417.0,3.713
21,15.0,1042308.0,3.7
22,15.0,220215.0,3.699
23,15.0,193271.0,3.675
24,15.0,318483.0,3.653
25,15.0,126401.0,3.598
26,15.0,126402.0,3.598
27,15.0,573334.0,3.594
28,15.0,287282.0,3.582
29,15.0,126429.0,3.576
30,15.0,638193.0,3.575
31,15.0,573337.0,3.563
32,15.0,287284.0,3.559
33,15.0,571133.0,3.545
34,15.0,866490.0,3.532
35,15.0,797803.0,3.524
36,15.0,797788.0,3.493
37,15.0,407829.0,3.491
38,15.0,283670.0,3.484
39,15.0,1051339.0,3.456
40,15.0,276031.0,3.45
41,15.0,866402.0,3.448
42,15.0,574215.0,3.447
43,15.0,427131.0,3.44
44,15.0,19892.0,3.427
45,15.0,883214.0,3.41
46,15.0,19897.0,3.366
47,15.0,571110.0,3.355
48,15.0,217764.0,3.345
49,15.0,491244.0,3.321
50,15.0,514805.0,3.264
51,15.0,1051299.0,3.231
52,15.0,1052395.0,3.208
53,15.0,48081.0,3.199
54,15.0,218245.0,3.184
55,15.0,797859.0,3.168
56,15.0,268535.0,3.16
57,15.0,234372.0,3.159
58,15.0,268547.0,3.151
59,15.0,880084.0,3.12
60,15.0,724348.0,3.11
61,15.0,461069.0,3.103
62,15.0,316834.0,3.095
63,15.0,1031889.0,3.07
64,15.0,743878.0,3.069
65,15.0,345683.0,3.068
66,15.0,883198.0,3.057
67,15.0,689066.0,3.05
68,15.0,14924.0,3.048
69,15.0,743965.0,3.036
70,15.0,214838.0,3.028
71,15.0,1062236.0,3.023
72,15.0,231597.0,3.02
73,15.0,922392.0,3.018
74,15.0,477330.0,3.009
75,15.0,66937.0,3.008
76,15.0,20922.0,3.005
77,15.0,430904.0,2.993
78,15.0,429164.0,2.991
79,15.0,831755.0,2.984
80,15.0,627361.0,2.963
81,15.0,614427.0,2.943
82,15.0,430915.0,2.943
83,15.0,197634.0,2.933
84,15.0,1073953.0,2.927
85,15.0,230833.0,2.925
86,15.0,630160.0,2.922
87,15.0,937369.0,2.92
88,15.0,177173.0,2.918
89,15.0,58402.0,2.909
90,15.0,126370.0,2.909
91,15.0,134904.0,2.905
92,15.0,214882.0,2.905
93,15.0,316755.0,2.898
94,15.0,614437.0,2.896
95,15.0,43776.0,2.895
96,15.0,1062217.0,2.882
97,15.0,1051277.0,2.877
98,15.0,771211.0,2.877
99,15.0,301733.0,2.876
100,15.0,1034139.0,2.875
101,15.0,1059639.0,2.874
102,15.0,21225.0,2.871
103,15.0,627407.0,2.871
104,15.0,345710.0,2.87
105,15.0,134898.0,2.868
106,15.0,134886.0,2.868
107,15.0,1073963.0,2.856
108,15.0,161172.0,2.855
109,15.0,301755.0,2.854
110,15.0,268580.0,2.852
111,15.0,114883.0,2.851
112,15.0,187029.0,2.847
113,15.0,627341.0,2.846
114,15.0,1040529.0,2.846
115,15.0,268582.0,2.844
116,15.0,114868.0,2.843
117,15.0,444904.0,2.833
118,15.0,37387.0,2.832
119,15.0,21158.0,2.828
120,15.0,161546.0,2.825
121,15.0,5028.0,2.825
122,15.0,161547.0,2.825
123,15.0,1049633.0,2.824
124,15.0,213591.0,2.824
125,15.0,514756.0,2.821
126,15.0,813571.0,2.812
127,15.0,931036.0,2.811
128,15.0,574113.0,2.81
129,15.0,730297.0,2.801
130,15.0,134876.0,2.8
131,15.0,235399.0,2.798
132,15.0,934709.0,2.786
133,15.0,741134.0,2.785
134,15.0,95094.0,2.785
135,15.0,14901.0,2.784
136,15.0,37420.0,2.783
137,15.0,429109.0,2.782
138,15.0,450674.0,2.781
139,15.0,301728.0,2.778
140,15.0,405857.0,2.778
141,15.0,217313.0,2.776
142,15.0,797885.0,2.774
143,15.0,381107.0,2.774
144,15.0,39156.0,2.772
145,15.0,66932.0,2.77
146,15.0,37361.0,2.769
147,15.0,762035.0,2.767
148,15.0,831803.0,2.766
149,15.0,442870.0,2.765
150,15.0,37365.0,2.761
151,15.0,37430.0,2.76
152,15.0,627414.0,2.76
153,15.0,37410.0,2.759
154,15.0,593427.0,2.758
155,15.0,730293.0,2.757
156,15.0,287354.0,2.752
157,15.0,989154.0,2.749
158,15.0,866885.0,2.747
159,15.0,84848.0,2.745
160,15.0,342127.0,2.744
161,15.0,650933.0,2.737
162,15.0,161533.0,2.731
163,15.0,425285.0,2.727
164,15.0,762102.0,2.726
165,15.0,58524.0,2.726
166,15.0,215931.0,2.726
167,15.0,35009.0,2.725
168,15.0,930047.0,2.721
169,15.0,701832.0,2.72
170,15.0,264235.0,2.717
171,15.0,866523.0,2.716
172,15.0,930052.0,2.715
173,15.0,217329.0,2.712
174,15.0,308471.0,2.709
175,15.0,444836.0,2.707
176,15.0,287002.0,2.706
177,15.0,442094.0,2.705
178,15.0,375550.0,2.705
179,15.0,349340.0,2.703
180,15.0,1047616.0,2.7
181,15.0,835853.0,2.696
182,15.0,84877.0,2.691
183,15.0,629056.0,2.689
184,15.0,629057.0,2.689
185,15.0,929963.0,2.688
186,15.0,307168.0,2.687
187,15.0,571206.0,2.687
188,15.0,157347.0,2.686
189,15.0,157346.0,2.686
190,15.0,242326.0,2.683
191,15.0,307170.0,2.68
192,15.0,447992.0,2.677
193,15.0,985305.0,2.677
194,15.0,425348.0,2.675
195,15.0,55547.0,2.674
196,15.0,638276.0,2.673
197,15.0,349329.0,2.671
198,15.0,213697.0,2.668
199,15.0,934643.0,2.668
200,15.0,290032.0,2.661
201,15.0,366788.0,2.656
202,15.0,910135.0,2.656
203,15.0,639276.0,2.654
204,15.0,403351.0,2.651
205,15.0,366778.0,2.648
206,15.0,366783.0,2.648
207,15.0,276079.0,2.643
208,15.0,931016.0,2.64
209,15.0,472214.0,2.636
210,15.0,574579.0,2.635
211,15.0,286545.0,2.633
212,15.0,71932.0,2.628
213,15.0,286990.0,2.626
214,15.0,813546.0,2.625
215,15.0,639310.0,2.624
216,15.0,620811.0,2.62
217,15.0,1010417.0,2.614
218,15.0,775860.0,2.614
219,15.0,845230.0,2.609
220,15.0,760160.0,2.608
221,15.0,142172.0,2.606
222,15.0,311620.0,2.606
223,15.0,612106.0,2.606
224,15.0,477254.0,2.605
225,15.0,821788.0,2.604
226,15.0,264255.0,2.6
227,15.0,1011434.0,2.599
228,15.0,751656.0,2.597
229,15.0,216748.0,2.597
230,15.0,830040.0,2.597
231,15.0,990719.0,2.593
232,15.0,564842.0,2.593
233,15.0,370736.0,2.593
234,15.0,46002.0,2.592
235,15.0,255472.0,2.591
236,15.0,776543.0,2.585
237,15.0,318822.0,2.581
238,15.0,619905.0,2.581
239,15.0,1059675.0,2.578
240,15.0,1012484.0,2.574
241,15.0,751639.0,2.574
242,15.0,1052635.0,2.572
243,15.0,286949.0,2.572
244,15.0,776551.0,2.57
245,15.0,743983.0,2.57
246,15.0,753927.0,2.565
247,15.0,258185.0,2.563
248,15.0,843985.0,2.563
249,15.0,193277.0,2.562
250,15.0,990684.0,2.561
251,15.0,407870.0,2.554
252,15.0,717267.0,2.554
253,15.0,801857.0,2.554
254,15.0,46030.0,2.553
255,15.0,345337.0,2.553
256,15.0,717182.0,2.552
257,15.0,15222.0,2.543
258,15.0,963405.0,2.543
259,15.0,716739.0,2.542
260,15.0,219546.0,2.538
261,15.0,934628.0,2.536
262,15.0,461584.0,2.535
263,15.0,457536.0,2.534
264,15.0,328182.0,2.53
265,15.0,620816.0,2.529
266,15.0,1052157.0,2.529
267,15.0,938077.0,2.528
268,15.0,897280.0,2.525
269,15.0,457538.0,2.525
270,15.0,349399.0,2.524
271,15.0,949862.0,2.523
272,15.0,492351.0,2.522
273,15.0,235370.0,2.518
274,15.0,229568.0,2.513
275,15.0,177147.0,2.511
276,15.0,342150.0,2.51
277,15.0,717648.0,2.508
278,15.0,334039.0,2.508
279,15.0,845248.0,2.507
280,15.0,963393.0,2.506
281,15.0,985875.0,2.506
282,15.0,409190.0,2.503
283,15.0,987698.0,2.503
284,15.0,622566.0,2.503
285,15.0,844257.0,2.5
286,15.0,548998.0,2.499
287,15.0,308444.0,2.498
288,15.0,775901.0,2.498
289,15.0,303901.0,2.489
290,15.0,409185.0,2.488
291,15.0,1043596.0,2.487
292,15.0,409187.0,2.487
293,15.0,716768.0,2.487
294,15.0,757647.0,2.486
295,15.0,804440.0,2.48
296,15.0,457411.0,2.477
297,15.0,684460.0,2.476
298,15.0,592395.0,2.475
299,15.0,613901.0,2.474
300,15.0,1024016.0,2.474
301,15.0,783878.0,2.473
302,15.0,428403.0,2.472
303,15.0,540282.0,2.472
304,15.0,457473.0,2.471
305,15.0,194780.0,2.47
306,15.0,627853.0,2.469
307,15.0,627872.0,2.469
308,15.0,801811.0,2.468
309,15.0,237660.0,2.464
310,15.0,753958.0,2.464
311,15.0,84952.0,2.461
312,15.0,769384.0,2.461
313,15.0,939351.0,2.46
314,15.0,860211.0,2.455
315,15.0,225917.0,2.454
316,15.0,592401.0,2.454
317,15.0,1018403.0,2.453
318,15.0,833923.0,2.453
319,15.0,742339.0,2.452
320,15.0,622591.0,2.45
321,15.0,203714.0,2.448
322,15.0,1049615.0,2.447
323,15.0,286526.0,2.447
324,15.0,671717.0,2.447
325,15.0,1008117.0,2.445
326,15.0,853837.0,2.445
327,15.0,438992.0,2.444
328,15.0,823159.0,2.444
329,15.0,629130.0,2.443
330,15.0,303883.0,2.441
331,15.0,55657.0,2.44
332,15.0,1012416.0,2.44
333,15.0,165204.0,2.439
334,15.0,15236.0,2.436
335,15.0,757600.0,2.436
336,15.0,62158.0,2.435
337,15.0,813533.0,2.433
338,15.0,82018.0,2.432
339,15.0,753889.0,2.43
340,15.0,853840.0,2.43
341,15.0,853838.0,2.429
342,15.0,937260.0,2.429
343,15.0,552423.0,2.428
344,15.0,428407.0,2.426
345,15.0,488290.0,2.426
346,15.0,1012413.0,2.425
347,15.0,225924.0,2.424
348,15.0,718087.0,2.419
349,15.0,989186.0,2.415
350,15.0,61711.0,2.412
351,15.0,587112.0,2.411
352,15.0,142319.0,2.41
353,15.0,838772.0,2.409
354,15.0,345385.0,2.409
355,15.0,1012408.0,2.409
356,15.0,760423.0,2.408
357,15.0,447637.0,2.406
358,15.0,317172.0,2.406
359,15.0,445136.0,2.406
360,15.0,1043681.0,2.404
361,15.0,613557.0,2.404
362,15.0,478961.0,2.404
363,15.0,407908.0,2.401
364,15.0,1059724.0,2.399
365,15.0,650950.0,2.398
366,15.0,318373.0,2.392
367,15.0,564665.0,2.391
368,15.0,445146.0,2.391
369,15.0,137084.0,2.391
370,15.0,969821.0,2.391
371,15.0,613576.0,2.389
372,15.0,523055.0,2.389
373,15.0,345402.0,2.388
374,15.0,561877.0,2.385
375,15.0,137079.0,2.384
376,15.0,159341.0,2.384
377,15.0,222704.0,2.384
378,15.0,428521.0,2.384
379,15.0,841504.0,2.379
380,15.0,841503.0,2.379
381,15.0,237685.0,2.379
382,15.0,1037140.0,2.379
383,15.0,815326.0,2.378
384,15.0,841498.0,2.378
385,15.0,223551.0,2.378
386,15.0,428481.0,2.376
387,15.0,222705.0,2.376
388,15.0,624931.0,2.375
389,15.0,317534.0,2.372
390,15.0,445412.0,2.371
391,15.0,593361.0,2.371
392,15.0,321962.0,2.37
393,15.0,211208.0,2.369
394,15.0,365806.0,2.368
395,15.0,290211.0,2.367
396,15.0,7017.0,2.366
397,15.0,702740.0,2.366
398,15.0,985904.0,2.364
399,15.0,461557.0,2.364
400,15.0,380420.0,2.363
401,15.0,584792.0,2.363
402,15.0,108428.0,2.363
403,15.0,946811.0,2.363
404,15.0,995429.0,2.363
405,15.0,879889.0,2.361
406,15.0,1049042.0,2.356
407,15.0,1049087.0,2.355
408,15.0,897305.0,2.353
409,15.0,821805.0,2.353
410,15.0,211201.0,2.353
411,15.0,339273.0,2.349
412,15.0,730336.0,2.348
413,15.0,71905.0,2.346
414,15.0,177139.0,2.345
415,15.0,84724.0,2.344
416,15.0,55535.0,2.344
417,15.0,969828.0,2.343
418,15.0,225945.0,2.34
419,15.0,698426.0,2.34
420,15.0,225901.0,2.339
