site,value
354068.0,4.262
512408.0,4.009
836904.0,3.986
1281429.0,3.918
59659.0,3.858
601770.0,3.81
37141.0,3.75
1365910.0,3.735
148135.0,3.723
331097.0,3.697
412371.0,3.656
1467212.0,3.607
466378.0,3.559
127601.0,3.497
127597.0,3.489
150258.0,3.45
807341.0,3.436
277899.0,3.381
354110.0,3.374
1477681.0,3.333
706530.0,3.303
1293948.0,3.279
67231.0,3.262
1343729.0,3.23
458754.0,3.219
331127.0,3.208
808425.0,3.197
1334429.0,3.191
1407857.0,3.176
927836.0,3.172
1420496.0,3.158
190113.0,3.15
63587.0,3.145
1216210.0,3.124
567482.0,3.11
140137.0,3.095
916561.0,3.088
954741.0,3.078
838626.0,3.058
63522.0,3.051
868299.0,3.023
705905.0,3.007
1281982.0,2.996
1367555.0,2.99
1459867.0,2.985
147473.0,2.979
793291.0,2.975
522475.0,2.97
1319579.0,2.964
864331.0,2.959
868307.0,2.952
1413049.0,2.946
628890.0,2.94
1394393.0,2.903
107115.0,2.896
864380.0,2.889
1391742.0,2.885
355858.0,2.883
352004.0,2.876
163810.0,2.873
837570.0,2.866
150060.0,2.858
1428743.0,2.853
200016.0,2.847
392706.0,2.836
1394400.0,2.832
313416.0,2.826
331142.0,2.823
1420828.0,2.811
916589.0,2.809
236583.0,2.803
282814.0,2.795
1050915.0,2.786
1051008.0,2.78
853464.0,2.773
412582.0,2.766
234727.0,2.762
1475806.0,2.758
1152180.0,2.753
160155.0,2.748
234660.0,2.747
954484.0,2.744
1345988.0,2.735
163844.0,2.733
1497171.0,2.722
1466981.0,2.688
1067232.0,2.665
274512.0,2.619
1394026.0,2.573
955286.0,2.533
549227.0,2.493
838649.0,2.465
1179304.0,2.437
895717.0,2.398
173705.0,2.37
865428.0,2.34
1132200.0,2.319
725129.0,2.292
181656.0,2.267
1387532.0,2.248
1239662.0,2.231
287397.0,2.217
1310494.0,2.201
1413639.0,2.184
1435341.0,2.168
236521.0,2.146
1234511.0,2.129
1344658.0,2.109
539072.0,2.1
1008444.0,2.081
38121.0,2.065
160235.0,2.052
352380.0,2.041
740833.0,2.031
1296091.0,2.012
776236.0,1.998
1389324.0,1.986
1280122.0,1.976
1389329.0,1.962
152671.0,1.95
1324150.0,1.931
722579.0,1.922
903335.0,1.911
210366.0,1.898
353827.0,1.887
246902.0,1.875
1476402.0,1.862
1004158.0,1.847
429269.0,1.833
343015.0,1.822
1188971.0,1.812
148278.0,1.797
197456.0,1.786
889149.0,1.777
869143.0,1.771
698566.0,1.764
1262293.0,1.753
932525.0,1.744
105771.0,1.736
199425.0,1.722
928323.0,1.716
736390.0,1.707
79547.0,1.699
634315.0,1.69
1317320.0,1.682
382910.0,1.676
32853.0,1.667
1436966.0,1.659
304673.0,1.651
148079.0,1.645
1236644.0,1.636
1080509.0,1.629
201260.0,1.624
1021242.0,1.618
1197095.0,1.612
762950.0,1.604
1429933.0,1.597
1240528.0,1.589
28727.0,1.58
688547.0,1.573
780719.0,1.568
311170.0,1.561
57749.0,1.554
1278437.0,1.549
190848.0,1.542
1477235.0,1.535
498889.0,1.528
350987.0,1.522
278273.0,1.515
561999.0,1.509
178014.0,1.504
740586.0,1.497
642738.0,1.492
926893.0,1.485
168889.0,1.477
656787.0,1.47
1495416.0,1.465
1391054.0,1.458
477042.0,1.449
692229.0,1.443
810703.0,1.436
1376371.0,1.429
447293.0,1.423
1415619.0,1.418
680216.0,1.411
1405658.0,1.406
166892.0,1.401
1375015.0,1.394
107629.0,1.39
726469.0,1.384
1392148.0,1.379
136048.0,1.375
1216397.0,1.37
795356.0,1.364
870266.0,1.358
725441.0,1.352
997745.0,1.348
572764.0,1.342
666460.0,1.338
359960.0,1.333
25104.0,1.329
164525.0,1.323
1202313.0,1.319
960236.0,1.314
1061849.0,1.307
1108071.0,1.302
633851.0,1.295
1383930.0,1.291
637725.0,1.286
204801.0,1.282
1087557.0,1.277
1298478.0,1.274
144769.0,1.268
41606.0,1.263
1490288.0,1.257
699680.0,1.251
1202302.0,1.248
975900.0,1.242
740509.0,1.238
1190240.0,1.234
1111538.0,1.23
715600.0,1.225
239802.0,1.221
306452.0,1.215
420070.0,1.211
685824.0,1.207
256275.0,1.202
544334.0,1.197
1343829.0,1.193
330896.0,1.189
1170986.0,1.183
1237671.0,1.178
828777.0,1.171
88783.0,1.166
1334058.0,1.162
409623.0,1.156
125617.0,1.152
1433764.0,1.146
238090.0,1.144
1128581.0,1.138
1490509.0,1.135
480532.0,1.13
551565.0,1.125
174584.0,1.122
1477300.0,1.116
549618.0,1.112
773933.0,1.106
923557.0,1.101
548317.0,1.096
944425.0,1.093
1235380.0,1.089
376507.0,1.085
630129.0,1.08
1312451.0,1.076
490533.0,1.073
569386.0,1.068
1139958.0,1.063
103717.0,1.057
1217856.0,1.052
402175.0,1.047
1202802.0,1.043
588060.0,1.037
1171484.0,1.033
436266.0,1.029
1010830.0,1.025
442318.0,1.022
1268072.0,1.019
1312884.0,1.014
588364.0,1.01
778673.0,1.005
739756.0,1.002
964193.0,0.999
1235369.0,0.996
1147447.0,0.99
895505.0,0.986
111879.0,0.982
249086.0,0.977
398588.0,0.973
585381.0,0.969
1108496.0,0.965
1436510.0,0.962
599572.0,0.958
853803.0,0.955
442827.0,0.951
841987.0,0.947
166323.0,0.943
1010931.0,0.941
1237071.0,0.938
748660.0,0.934
1086338.0,0.931
377102.0,0.926
153912.0,0.922
261217.0,0.918
704373.0,0.913
826946.0,0.91
88241.0,0.904
744434.0,0.9
393799.0,0.896
425564.0,0.894
1377495.0,0.89
695421.0,0.887
768959.0,0.883
204626.0,0.879
605989.0,0.875
257007.0,0.871
1502404.0,0.868
1232246.0,0.864
1165153.0,0.86
1258334.0,0.856
613447.0,0.851
798482.0,0.846
963011.0,0.843
566320.0,0.839
511438.0,0.835
389779.0,0.83
1333502.0,0.827
494698.0,0.824
416601.0,0.819
291815.0,0.817
1048653.0,0.814
886626.0,0.81
1086980.0,0.807
175051.0,0.804
611361.0,0.801
1339968.0,0.797
508362.0,0.793
71661.0,0.789
704004.0,0.786
548687.0,0.784
661763.0,0.78
1106704.0,0.777
1312823.0,0.774
1180711.0,0.771
1104523.0,0.769
893309.0,0.765
1187362.0,0.761
595886.0,0.758
678871.0,0.754
342260.0,0.751
282204.0,0.747
1310298.0,0.743
503656.0,0.74
407315.0,0.737
298055.0,0.732
1436870.0,0.726
1161825.0,0.723
1050872.0,0.72
234594.0,0.716
397174.0,0.713
736105.0,0.709
813245.0,0.706
395761.0,0.702
1247310.0,0.7
1315474.0,0.696
222135.0,0.693
1367437.0,0.69
785129.0,0.686
856220.0,0.684
138510.0,0.681
376768.0,0.677
735175.0,0.67
1397983.0,0.669
445764.0,0.663
111361.0,0.661
25210.0,0.657
403866.0,0.653
212126.0,0.651
106739.0,0.647
632957.0,0.645
777770.0,0.64
202713.0,0.638
1067388.0,0.636
771927.0,0.631
425522.0,0.627
733564.0,0.624
732317.0,0.62
672276.0,0.616
1366838.0,0.614
721780.0,0.61
147145.0,0.607
525769.0,0.605
717345.0,0.602
508175.0,0.599
839778.0,0.596
1489904.0,0.592
895254.0,0.589
1399864.0,0.585
156449.0,0.582
1235546.0,0.578
1069276.0,0.576
511494.0,0.573
132340.0,0.57
1441962.0,0.568
361962.0,0.565
191436.0,0.562
909825.0,0.56
129556.0,0.557
1136866.0,0.553
446330.0,0.551
853766.0,0.548
436933.0,0.546
826667.0,0.543
1200009.0,0.538
1372976.0,0.535
214442.0,0.53
662850.0,0.528
550506.0,0.524
487103.0,0.522
840120.0,0.52
487353.0,0.516
268920.0,0.513
558483.0,0.509
1332347.0,0.506
958913.0,0.503
373806.0,0.498
349971.0,0.497
1006874.0,0.492
1311950.0,0.489
155260.0,0.486
448879.0,0.482
1049744.0,0.481
1290405.0,0.476
337839.0,0.474
1205736.0,0.471
162813.0,0.468
452009.0,0.466
1492480.0,0.465
644635.0,0.46
491769.0,0.458
623629.0,0.453
1075971.0,0.451
66042.0,0.449
1336967.0,0.446
172189.0,0.443
960962.0,0.439
933962.0,0.436
325629.0,0.434
827957.0,0.429
1238787.0,0.427
675085.0,0.423
783844.0,0.421
1414273.0,0.419
