site,value
168754.0,3.987
32507.0,3.522
32477.0,3.336
59122.0,3.169
61326.0,3.04
61002.0,2.952
37737.0,2.81
131093.0,2.679
61228.0,2.636
107505.0,2.586
60968.0,2.541
60818.0,2.443
69220.0,2.323
46550.0,2.13
9363.0,1.982
54565.0,1.838
106626.0,1.749
189977.0,1.653
129543.0,1.575
156225.0,1.491
71906.0,1.43
133759.0,1.372
105627.0,1.311
137140.0,1.265
154443.0,1.218
114173.0,1.19
191041.0,1.159
51971.0,1.134
32826.0,1.102
143874.0,1.052
127196.0,1.025
58968.0,0.999
64881.0,0.959
124231.0,0.933
45067.0,0.912
170479.0,0.878
148976.0,0.849
170172.0,0.817
174479.0,0.79
178940.0,0.762
53850.0,0.731
101778.0,0.708
157171.0,0.677
91144.0,0.654
168658.0,0.632
199227.0,0.608
97378.0,0.583
134826.0,0.561
43659.0,0.538
61158.0,0.514
186801.0,0.484
54033.0,0.46
90909.0,0.437
157689.0,0.414
179569.0,0.382
9002.0,0.362
154102.0,0.332
61185.0,0.304
105416.0,0.28
119957.0,0.256
31635.0,0.227
65406.0,0.21
153926.0,0.179
166651.0,0.154
137614.0,0.109
52781.0,0.0782
