site,value
574591.0,5.681
432973.0,4.167
612134.0,4.015
375614.0,3.888
330312.0,3.815
396459.0,3.617
733936.0,3.573
499174.0,3.487
585144.0,3.423
464743.0,3.397
900153.0,3.368
644984.0,3.344
298744.0,3.318
667332.0,3.295
584986.0,3.264
506137.0,3.217
68495.0,3.208
786425.0,3.164
481772.0,3.152
578230.0,3.144
782227.0,3.136
782189.0,3.128
713299.0,3.118
642712.0,3.082
875524.0,3.074
142376.0,3.047
112914.0,3.022
464693.0,2.999
653289.0,2.979
295887.0,2.955
338506.0,2.948
908179.0,2.939
590817.0,2.928
629367.0,2.907
720279.0,2.894
315369.0,2.871
678850.0,2.866
831205.0,2.858
253806.0,2.848
449964.0,2.839
825150.0,2.833
647427.0,2.822
382865.0,2.816
706343.0,2.801
253828.0,2.794
551337.0,2.79
643011.0,2.774
678821.0,2.765
454476.0,2.753
611016.0,2.75
830249.0,2.733
578185.0,2.725
248286.0,2.699
417611.0,2.691
489031.0,2.679
135215.0,2.674
672715.0,2.669
180918.0,2.664
517869.0,2.66
65262.0,2.647
389829.0,2.643
860746.0,2.639
171092.0,2.636
93123.0,2.631
656878.0,2.624
635684.0,2.614
813948.0,2.61
793031.0,2.534
80163.0,2.482
401861.0,2.419
92797.0,2.358
632289.0,2.302
382631.0,2.26
81089.0,2.235
676948.0,2.205
292224.0,2.176
335601.0,2.156
187581.0,2.126
400346.0,2.097
645123.0,2.072
615625.0,2.043
652621.0,2.016
865303.0,1.992
247704.0,1.977
592875.0,1.96
317005.0,1.944
665390.0,1.927
693664.0,1.91
197273.0,1.897
476265.0,1.881
280473.0,1.868
378718.0,1.846
143194.0,1.832
160533.0,1.82
197283.0,1.803
918832.0,1.787
114704.0,1.768
400823.0,1.75
759102.0,1.737
122630.0,1.726
340586.0,1.711
652903.0,1.696
597896.0,1.682
76303.0,1.665
630718.0,1.651
929566.0,1.634
383673.0,1.623
800739.0,1.612
511491.0,1.599
77590.0,1.588
22757.0,1.576
792635.0,1.56
277100.0,1.55
519807.0,1.537
365342.0,1.528
141509.0,1.517
940090.0,1.505
399954.0,1.492
349779.0,1.476
371516.0,1.465
137052.0,1.451
699022.0,1.443
40596.0,1.427
337740.0,1.416
720039.0,1.407
401930.0,1.395
77661.0,1.384
874850.0,1.376
300940.0,1.369
586195.0,1.358
594231.0,1.353
110274.0,1.344
934268.0,1.335
192587.0,1.327
139290.0,1.317
297536.0,1.306
123993.0,1.296
335935.0,1.288
325460.0,1.282
618932.0,1.273
886834.0,1.264
674551.0,1.256
638948.0,1.244
711560.0,1.236
87606.0,1.229
322257.0,1.219
27848.0,1.212
122448.0,1.205
764042.0,1.198
576867.0,1.192
704954.0,1.186
117425.0,1.179
195486.0,1.173
492144.0,1.166
802860.0,1.158
859633.0,1.151
493528.0,1.144
519842.0,1.138
331263.0,1.132
444725.0,1.125
115570.0,1.117
647344.0,1.11
474026.0,1.103
251502.0,1.095
78301.0,1.087
493693.0,1.08
220021.0,1.071
372449.0,1.065
37754.0,1.06
123923.0,1.055
93202.0,1.048
336716.0,1.044
293914.0,1.038
495167.0,1.031
45544.0,1.025
39946.0,1.02
49757.0,1.013
204549.0,1.007
444813.0,1.002
92525.0,0.996
820111.0,0.99
166106.0,0.986
268773.0,0.979
361962.0,0.973
123001.0,0.967
310359.0,0.96
116739.0,0.953
155914.0,0.947
800837.0,0.941
903677.0,0.934
346189.0,0.931
935607.0,0.926
834589.0,0.918
911286.0,0.912
236474.0,0.907
869541.0,0.902
89829.0,0.895
51405.0,0.889
280584.0,0.884
214355.0,0.878
712216.0,0.872
207383.0,0.868
631725.0,0.861
301548.0,0.856
452829.0,0.849
166720.0,0.843
296703.0,0.838
451993.0,0.832
786069.0,0.827
589769.0,0.822
111409.0,0.818
608115.0,0.813
45028.0,0.803
399867.0,0.799
550682.0,0.792
