site,value
534332.0,4.481
25632.0,4.157
177103.0,3.916
615564.0,3.867
470431.0,3.77
577247.0,3.673
413520.0,3.559
737431.0,3.495
177037.0,3.46
686322.0,3.35
581836.0,3.296
270496.0,3.29
270541.0,3.228
493081.0,3.161
748216.0,3.137
795417.0,3.117
408870.0,3.087
270408.0,3.076
343626.0,3.059
686294.0,3.043
489677.0,3.019
735466.0,3.017
311988.0,2.983
748174.0,2.964
493056.0,2.944
343575.0,2.919
159081.0,2.913
688922.0,2.909
181213.0,2.899
46212.0,2.887
463692.0,2.871
463728.0,2.859
270366.0,2.836
697906.0,2.831
257555.0,2.826
740815.0,2.82
665986.0,2.81
165333.0,2.796
246159.0,2.786
700639.0,2.776
697923.0,2.754
668283.0,2.743
165342.0,2.742
70406.0,2.74
602311.0,2.732
209809.0,2.65
191270.0,2.581
697941.0,2.513
130370.0,2.461
664409.0,2.394
102940.0,2.356
285859.0,2.32
456505.0,2.278
786011.0,2.235
16159.0,2.2
677173.0,2.17
67621.0,2.13
559547.0,2.104
561803.0,2.069
475193.0,2.044
38053.0,2.021
382096.0,1.99
798115.0,1.966
440761.0,1.952
181292.0,1.932
106308.0,1.904
588432.0,1.889
360107.0,1.868
340188.0,1.849
211539.0,1.827
466544.0,1.815
52092.0,1.798
502698.0,1.778
601143.0,1.759
61591.0,1.743
186600.0,1.722
374242.0,1.707
424019.0,1.687
295822.0,1.672
790028.0,1.66
650692.0,1.65
286923.0,1.638
533424.0,1.626
107909.0,1.614
613019.0,1.602
179154.0,1.59
102678.0,1.575
727240.0,1.565
591018.0,1.55
727232.0,1.541
252966.0,1.529
243835.0,1.515
601108.0,1.502
482748.0,1.492
776007.0,1.483
118553.0,1.47
411948.0,1.46
411998.0,1.446
175518.0,1.436
355894.0,1.426
595411.0,1.418
38248.0,1.409
214596.0,1.396
153479.0,1.388
351494.0,1.376
737182.0,1.364
364298.0,1.352
90868.0,1.339
783680.0,1.328
46140.0,1.319
408124.0,1.312
518470.0,1.304
692830.0,1.296
67407.0,1.287
609551.0,1.28
254780.0,1.272
118543.0,1.261
621972.0,1.25
758838.0,1.24
354084.0,1.23
343253.0,1.221
569596.0,1.212
220796.0,1.205
590529.0,1.198
343873.0,1.186
474537.0,1.175
743197.0,1.165
79032.0,1.156
740207.0,1.146
215282.0,1.135
337276.0,1.128
699292.0,1.12
767490.0,1.113
471071.0,1.104
19414.0,1.096
315683.0,1.087
335727.0,1.08
63100.0,1.073
646365.0,1.067
351292.0,1.058
506107.0,1.051
352910.0,1.04
787829.0,1.032
271742.0,1.025
48208.0,1.017
530989.0,1.01
551166.0,1.002
733726.0,0.995
698551.0,0.987
38163.0,0.98
321542.0,0.972
498254.0,0.966
598066.0,0.96
110315.0,0.954
448534.0,0.946
148555.0,0.939
695236.0,0.933
587197.0,0.926
130159.0,0.919
273866.0,0.908
663963.0,0.903
421597.0,0.894
175370.0,0.888
785157.0,0.883
315457.0,0.877
139384.0,0.871
442738.0,0.864
421823.0,0.858
733299.0,0.854
484137.0,0.847
163837.0,0.84
587580.0,0.831
345044.0,0.825
63820.0,0.818
97940.0,0.813
467154.0,0.807
749773.0,0.8
686957.0,0.793
531495.0,0.788
296931.0,0.784
380442.0,0.779
350057.0,0.774
421352.0,0.768
421141.0,0.761
306738.0,0.755
622120.0,0.749
713536.0,0.742
469911.0,0.736
379131.0,0.729
465927.0,0.722
85081.0,0.717
783157.0,0.714
728347.0,0.708
281501.0,0.701
585964.0,0.695
151132.0,0.691
423594.0,0.684
205145.0,0.677
423657.0,0.67
75730.0,0.666
631230.0,0.661
547047.0,0.654
770214.0,0.65
550836.0,0.644
165710.0,0.639
779239.0,0.636
424523.0,0.628
214258.0,0.623
600308.0,0.616
198778.0,0.61
787734.0,0.605
119959.0,0.599
488847.0,0.594
434170.0,0.591
349340.0,0.585
778207.0,0.577
316108.0,0.571
746998.0,0.565
445077.0,0.559
608091.0,0.553
149117.0,0.546
548605.0,0.543
191518.0,0.537
750559.0,0.529
286368.0,0.522
73460.0,0.517
57114.0,0.511
450229.0,0.505
461071.0,0.499
532232.0,0.495
28365.0,0.489
294580.0,0.482
450698.0,0.475
548769.0,0.471
232904.0,0.466
517830.0,0.461
556229.0,0.456
244827.0,0.451
508849.0,0.444
189400.0,0.436
379804.0,0.429
409915.0,0.426
497388.0,0.42
171192.0,0.413
460643.0,0.405
340354.0,0.399
308729.0,0.395
389824.0,0.384
654852.0,0.379
69516.0,0.372
676617.0,0.366
591406.0,0.358
191728.0,0.351
791810.0,0.343
192430.0,0.336
297229.0,0.33
183761.0,0.326
294625.0,0.318
731446.0,0.312
434418.0,0.307
595559.0,0.302
732449.0,0.294
212222.0,0.286
720579.0,0.277
716754.0,0.271
637815.0,0.264
170872.0,0.256
127597.0,0.248
288770.0,0.241
539707.0,0.235
776491.0,0.232
121049.0,0.224
654882.0,0.216
707094.0,0.202
755943.0,0.195
171310.0,0.187
171330.0,0.18
127540.0,0.177
316785.0,0.163
514573.0,0.155
647646.0,0.141
723677.0,0.131
155531.0,0.116
704451.0,0.101
423338.0,0.0934
43115.0,0.0782
316991.0,0.0699
784718.0,0.0543
564754.0,0.0384
