site,value
251653.0,4.521
839126.0,4.355
637031.0,4.197
118509.0,3.982
261996.0,3.882
573640.0,3.773
260698.0,3.675
261933.0,3.65
159469.0,3.6
577215.0,3.573
577174.0,3.557
126424.0,3.551
552385.0,3.527
286018.0,3.501
425742.0,3.491
74467.0,3.451
515802.0,3.436
41557.0,3.41
118595.0,3.373
755261.0,3.361
575682.0,3.343
848427.0,3.286
341475.0,3.271
955418.0,3.264
663679.0,3.259
955399.0,3.254
557687.0,3.234
1013627.0,3.22
254753.0,3.207
509975.0,3.189
871874.0,3.167
251628.0,3.152
730114.0,3.138
814912.0,3.132
424304.0,3.113
588098.0,3.1
197997.0,3.095
1011136.0,3.086
324005.0,3.074
554246.0,3.067
871846.0,3.058
400227.0,3.051
884458.0,3.038
513710.0,3.022
639665.0,3.009
637348.0,2.985
703704.0,2.98
178779.0,2.974
555805.0,2.964
844896.0,2.959
130073.0,2.951
791565.0,2.943
910428.0,2.925
876810.0,2.902
647718.0,2.852
637725.0,2.779
186122.0,2.707
326764.0,2.665
664663.0,2.642
492408.0,2.599
575226.0,2.546
938165.0,2.509
662556.0,2.471
250487.0,2.442
180908.0,2.408
343276.0,2.377
260062.0,2.347
509771.0,2.31
320212.0,2.286
555900.0,2.258
764926.0,2.238
351650.0,2.21
362902.0,2.19
863167.0,2.173
907893.0,2.147
44445.0,2.128
559933.0,2.11
417701.0,2.09
189619.0,2.07
763914.0,2.049
555261.0,2.036
126930.0,2.021
518502.0,2.005
341530.0,1.986
560885.0,1.969
49201.0,1.952
947871.0,1.94
871033.0,1.927
758716.0,1.911
147944.0,1.896
44451.0,1.886
924819.0,1.876
703274.0,1.864
871346.0,1.847
120443.0,1.83
803070.0,1.82
128158.0,1.807
953115.0,1.796
153648.0,1.783
877710.0,1.768
325646.0,1.752
893311.0,1.738
312972.0,1.73
714330.0,1.72
294513.0,1.706
575494.0,1.692
200871.0,1.682
493198.0,1.665
684111.0,1.653
66549.0,1.641
390896.0,1.632
504764.0,1.621
284857.0,1.611
592296.0,1.602
719434.0,1.593
729872.0,1.584
934492.0,1.572
698920.0,1.561
176153.0,1.551
99926.0,1.541
61605.0,1.531
1040379.0,1.52
965940.0,1.511
621085.0,1.503
185581.0,1.492
185583.0,1.485
624604.0,1.477
550015.0,1.47
1055929.0,1.462
918482.0,1.454
1011692.0,1.446
28938.0,1.436
158863.0,1.429
553076.0,1.422
879381.0,1.412
531801.0,1.404
493649.0,1.398
780571.0,1.392
697522.0,1.385
996335.0,1.379
334241.0,1.369
66757.0,1.361
1023337.0,1.353
561405.0,1.344
804512.0,1.335
163738.0,1.328
645977.0,1.322
729299.0,1.317
549884.0,1.308
394911.0,1.301
830298.0,1.295
900760.0,1.289
876643.0,1.281
392123.0,1.272
401786.0,1.264
73202.0,1.256
757773.0,1.248
289231.0,1.239
270453.0,1.233
876674.0,1.225
1017591.0,1.218
631775.0,1.211
70290.0,1.204
342991.0,1.196
352436.0,1.187
960744.0,1.18
404544.0,1.171
920554.0,1.163
408041.0,1.155
299976.0,1.144
528340.0,1.138
68901.0,1.131
921441.0,1.126
37355.0,1.121
271760.0,1.116
864298.0,1.109
934602.0,1.104
937590.0,1.097
1043817.0,1.088
443916.0,1.084
174309.0,1.076
401179.0,1.069
511124.0,1.063
788435.0,1.056
561817.0,1.051
953140.0,1.043
719150.0,1.038
776977.0,1.032
426331.0,1.026
925834.0,1.019
895978.0,1.013
970659.0,1.005
239945.0,0.998
69319.0,0.992
170470.0,0.984
765977.0,0.977
223914.0,0.973
30257.0,0.967
856246.0,0.963
645026.0,0.959
240179.0,0.952
887008.0,0.947
891897.0,0.941
328643.0,0.934
778315.0,0.927
647990.0,0.921
78555.0,0.916
512599.0,0.91
961083.0,0.904
766841.0,0.9
244609.0,0.892
431140.0,0.888
104650.0,0.88
804312.0,0.876
124515.0,0.872
843877.0,0.867
619118.0,0.861
354672.0,0.855
93113.0,0.848
697380.0,0.841
900420.0,0.834
709431.0,0.829
508571.0,0.824
123647.0,0.818
30307.0,0.814
526830.0,0.808
922011.0,0.801
14346.0,0.797
538399.0,0.792
229622.0,0.787
863261.0,0.783
561841.0,0.777
694784.0,0.771
1004857.0,0.765
121553.0,0.758
868398.0,0.754
18024.0,0.747
131642.0,0.741
78200.0,0.738
940793.0,0.731
674300.0,0.725
357387.0,0.722
42552.0,0.716
677129.0,0.709
36496.0,0.705
376182.0,0.7
420386.0,0.694
135428.0,0.69
754098.0,0.686
384827.0,0.681
1025757.0,0.676
646253.0,0.67
835754.0,0.666
351971.0,0.66
187042.0,0.654
174111.0,0.65
972609.0,0.645
299693.0,0.642
331008.0,0.637
78683.0,0.633
723934.0,0.628
251014.0,0.623
277374.0,0.62
229726.0,0.613
800496.0,0.609
112212.0,0.604
861241.0,0.599
348284.0,0.594
951201.0,0.591
773932.0,0.586
851379.0,0.583
995157.0,0.579
813297.0,0.574
531663.0,0.569
1056294.0,0.565
190370.0,0.561
1020509.0,0.557
769675.0,0.552
295009.0,0.548
909614.0,0.543
263153.0,0.537
847977.0,0.532
119062.0,0.529
312562.0,0.524
869677.0,0.519
44192.0,0.514
578542.0,0.51
37123.0,0.505
632016.0,0.498
439889.0,0.491
136103.0,0.486
689754.0,0.482
242490.0,0.474
355224.0,0.469
569646.0,0.465
689769.0,0.459
512660.0,0.457
76652.0,0.451
519964.0,0.444
549039.0,0.436
434148.0,0.433
766259.0,0.426
398367.0,0.42
1050741.0,0.413
383631.0,0.41
900620.0,0.404
32461.0,0.398
870516.0,0.395
81317.0,0.389
222219.0,0.382
355862.0,0.375
535289.0,0.371
870081.0,0.366
204863.0,0.358
139092.0,0.353
831591.0,0.349
750679.0,0.342
684604.0,0.34
984237.0,0.334
963570.0,0.329
127298.0,0.325
750186.0,0.319
864678.0,0.312
725982.0,0.308
982863.0,0.299
116034.0,0.294
420855.0,0.286
129353.0,0.28
973325.0,0.272
794906.0,0.265
1054904.0,0.263
1030741.0,0.256
318249.0,0.249
770106.0,0.243
440279.0,0.24
1017761.0,0.233
1043372.0,0.225
973404.0,0.218
166306.0,0.21
383190.0,0.203
958433.0,0.194
829406.0,0.187
659930.0,0.18
591938.0,0.172
1049435.0,0.164
966476.0,0.156
447736.0,0.148
794609.0,0.14
237971.0,0.132
852082.0,0.124
264116.0,0.115
667976.0,0.107
720624.0,0.1
293908.0,0.0863
919256.0,0.0778
181672.0,0.0695
587642.0,0.0539
508230.0,0.0394
