site,value
55655.0,4.335
386347.0,3.913
74477.0,3.733
52375.0,3.625
314590.0,3.466
74506.0,3.404
54604.0,3.299
296958.0,3.238
416678.0,3.209
379123.0,3.139
49358.0,3.102
457515.0,3.061
54563.0,3.008
82829.0,2.997
235657.0,2.97
20671.0,2.937
457552.0,2.92
513704.0,2.887
103700.0,2.863
442394.0,2.821
327615.0,2.797
482983.0,2.776
490341.0,2.744
327578.0,2.724
277473.0,2.71
92874.0,2.681
396484.0,2.655
278321.0,2.618
54536.0,2.607
471514.0,2.584
286084.0,2.565
40365.0,2.475
310936.0,2.38
299341.0,2.303
500103.0,2.231
333380.0,2.17
396567.0,2.115
37420.0,2.055
405892.0,1.994
67014.0,1.959
509933.0,1.916
273008.0,1.874
482837.0,1.846
339495.0,1.819
515197.0,1.793
192108.0,1.755
142041.0,1.723
371170.0,1.693
182540.0,1.669
377448.0,1.643
424819.0,1.628
359064.0,1.609
251319.0,1.577
103196.0,1.557
483689.0,1.539
334622.0,1.519
367725.0,1.497
169418.0,1.475
228604.0,1.462
357766.0,1.437
400041.0,1.42
486969.0,1.403
461904.0,1.387
189545.0,1.369
235473.0,1.349
151888.0,1.332
82744.0,1.319
137814.0,1.304
182503.0,1.29
160356.0,1.278
508013.0,1.258
256130.0,1.24
232155.0,1.228
10567.0,1.212
520966.0,1.202
423366.0,1.189
246643.0,1.176
367709.0,1.162
95539.0,1.152
507776.0,1.137
256930.0,1.121
444135.0,1.104
265394.0,1.091
243014.0,1.079
274820.0,1.065
524315.0,1.053
99252.0,1.043
484574.0,1.033
372375.0,1.02
138638.0,1.011
441863.0,1.001
510790.0,0.988
334110.0,0.98
416803.0,0.972
489579.0,0.959
306871.0,0.948
520718.0,0.939
226402.0,0.926
412314.0,0.91
139769.0,0.902
444042.0,0.887
200069.0,0.876
60291.0,0.868
390957.0,0.859
462282.0,0.85
94784.0,0.839
78073.0,0.829
408065.0,0.82
164252.0,0.81
219634.0,0.8
100358.0,0.789
30461.0,0.781
511768.0,0.773
104268.0,0.763
198305.0,0.755
77467.0,0.746
189145.0,0.736
223574.0,0.726
136169.0,0.717
78441.0,0.709
21634.0,0.699
198246.0,0.693
144423.0,0.684
334358.0,0.674
27980.0,0.669
177384.0,0.66
221535.0,0.65
259713.0,0.639
57563.0,0.63
303416.0,0.62
360814.0,0.61
270895.0,0.6
330900.0,0.592
386915.0,0.583
80189.0,0.577
474379.0,0.568
405490.0,0.561
417507.0,0.553
108118.0,0.544
28365.0,0.535
227383.0,0.527
294879.0,0.52
284813.0,0.513
239902.0,0.505
404214.0,0.494
224976.0,0.483
391616.0,0.472
11281.0,0.464
402736.0,0.454
244186.0,0.446
198535.0,0.436
190433.0,0.428
151269.0,0.421
368108.0,0.411
404920.0,0.403
456991.0,0.395
364553.0,0.388
413500.0,0.379
178569.0,0.372
130766.0,0.364
281435.0,0.356
516045.0,0.344
361372.0,0.334
437001.0,0.324
497365.0,0.313
15627.0,0.304
261708.0,0.296
141728.0,0.287
392504.0,0.279
170665.0,0.271
263218.0,0.26
280816.0,0.249
289746.0,0.241
445741.0,0.233
113264.0,0.224
441759.0,0.211
31083.0,0.202
130530.0,0.194
401127.0,0.186
133341.0,0.176
119433.0,0.164
81921.0,0.148
351098.0,0.132
13062.0,0.116
386744.0,0.1
183823.0,0.0782
405610.0,0.0631
405690.0,0.0474
