site,value
25448.0,4.25
393860.0,4.128
547932.0,3.816
94538.0,3.692
111799.0,3.541
391926.0,3.518
571135.0,3.464
391915.0,3.386
22268.0,3.274
391898.0,3.254
294233.0,3.229
624338.0,3.17
689454.0,3.14
545409.0,3.115
310010.0,3.045
703218.0,3.013
137827.0,2.975
459976.0,2.956
468830.0,2.932
377121.0,2.919
360633.0,2.895
571170.0,2.872
557219.0,2.864
641159.0,2.859
706239.0,2.842
690813.0,2.841
190641.0,2.813
622580.0,2.784
419951.0,2.776
647622.0,2.767
319430.0,2.762
212071.0,2.76
392970.0,2.754
356723.0,2.735
471774.0,2.72
135464.0,2.704
252985.0,2.687
176477.0,2.571
290206.0,2.508
341976.0,2.442
339872.0,2.377
159060.0,2.32
292309.0,2.291
454920.0,2.239
314446.0,2.196
521916.0,2.16
179711.0,2.118
362568.0,2.082
704994.0,2.045
572954.0,2.019
461064.0,1.981
547989.0,1.956
333511.0,1.931
61385.0,1.903
462429.0,1.886
32196.0,1.868
98599.0,1.851
557839.0,1.826
385521.0,1.804
494909.0,1.782
163103.0,1.764
496142.0,1.744
499286.0,1.73
623532.0,1.716
36792.0,1.7
66729.0,1.68
349922.0,1.665
99120.0,1.648
98398.0,1.629
104022.0,1.613
452411.0,1.595
436914.0,1.584
264231.0,1.568
49654.0,1.553
292528.0,1.536
633564.0,1.523
328108.0,1.508
427085.0,1.496
32719.0,1.483
244667.0,1.47
112666.0,1.459
158814.0,1.449
162087.0,1.441
522776.0,1.428
717692.0,1.417
271992.0,1.409
696440.0,1.397
574860.0,1.386
576344.0,1.376
508081.0,1.366
504362.0,1.356
660661.0,1.343
260231.0,1.334
365933.0,1.32
687560.0,1.311
218680.0,1.302
61967.0,1.291
328485.0,1.284
47901.0,1.274
218945.0,1.266
569224.0,1.254
598363.0,1.243
690241.0,1.234
21928.0,1.221
250365.0,1.212
575736.0,1.2
651066.0,1.191
246650.0,1.179
394413.0,1.169
352206.0,1.16
230015.0,1.151
570941.0,1.141
610003.0,1.131
77364.0,1.121
103848.0,1.112
282992.0,1.104
83869.0,1.096
263490.0,1.088
306764.0,1.081
361675.0,1.072
697610.0,1.064
512338.0,1.053
438278.0,1.046
722675.0,1.04
397578.0,1.033
236864.0,1.027
534007.0,1.018
397728.0,1.012
655129.0,1.001
680571.0,0.991
24803.0,0.984
533320.0,0.976
666019.0,0.969
81714.0,0.959
87126.0,0.951
236918.0,0.942
277563.0,0.933
180259.0,0.927
648730.0,0.923
284171.0,0.913
98961.0,0.906
674159.0,0.896
284153.0,0.889
662155.0,0.881
398557.0,0.874
372027.0,0.867
725708.0,0.859
140312.0,0.85
591824.0,0.841
245564.0,0.834
434181.0,0.825
300106.0,0.818
664765.0,0.812
144288.0,0.804
253325.0,0.796
384173.0,0.791
269219.0,0.784
502486.0,0.777
209080.0,0.769
367639.0,0.762
462617.0,0.757
214075.0,0.748
431502.0,0.739
242960.0,0.732
680894.0,0.725
273004.0,0.72
646959.0,0.714
506430.0,0.708
83370.0,0.702
725618.0,0.694
350125.0,0.687
555530.0,0.679
679828.0,0.672
359475.0,0.663
718236.0,0.657
582557.0,0.653
377004.0,0.646
524616.0,0.64
525840.0,0.633
568726.0,0.628
180142.0,0.622
469810.0,0.614
102846.0,0.608
23721.0,0.6
144001.0,0.593
520747.0,0.587
299458.0,0.581
186540.0,0.575
597526.0,0.57
544105.0,0.562
173910.0,0.553
276259.0,0.547
219487.0,0.542
352741.0,0.535
65701.0,0.529
26617.0,0.523
396433.0,0.519
84628.0,0.512
499905.0,0.504
254062.0,0.495
221706.0,0.486
234520.0,0.482
444660.0,0.474
609070.0,0.467
131877.0,0.46
131432.0,0.456
486705.0,0.451
57026.0,0.442
104558.0,0.436
322569.0,0.429
645870.0,0.426
141537.0,0.419
348607.0,0.411
141563.0,0.403
552857.0,0.394
305128.0,0.383
351001.0,0.38
489541.0,0.373
466154.0,0.364
39710.0,0.357
321076.0,0.348
121982.0,0.342
684337.0,0.334
441861.0,0.326
670901.0,0.32
234754.0,0.316
159852.0,0.31
256056.0,0.302
711662.0,0.294
647287.0,0.287
427623.0,0.276
196014.0,0.265
721510.0,0.258
349426.0,0.255
114736.0,0.243
221072.0,0.234
161536.0,0.225
120454.0,0.217
52693.0,0.209
180664.0,0.201
80054.0,0.194
134179.0,0.186
161769.0,0.171
204911.0,0.162
267607.0,0.148
507267.0,0.132
417359.0,0.116
156344.0,0.106
405231.0,0.0863
310672.0,0.0782
581684.0,0.0699
298822.0,0.0466
